accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
Q7L2H7	EIF3M	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Fetal lung protein B5) (hFL-B5) (PCI domain-containing protein 1)	374	reviewed	9606		
Q7L2J0	MEPCE	7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog)	689	reviewed	9606		
Q7L4I2	RSRC2	Arginine/serine-rich coiled-coil protein 2	434	reviewed	9606		
Q7L523	RRAGA	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)	313	reviewed	9606		
Q7L576	CYFIP1	Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1) (Sra-1) (p140sra-1)	1253	reviewed	9606		
Q7L592	NDUFAF7	Protein arginine methyltransferase NDUFAF7, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7) (Protein midA homolog)	441	reviewed	9606		
Q7L5N1	COPS6	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6) (JAB1-containing signalosome subunit 6) (MOV34 homolog) (Vpr-interacting protein) (hVIP)	327	reviewed	9606		
Q7L5N7	LPCAT2	Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha)	544	reviewed	9606		
Q7L5Y9	MAEA	E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Cell proliferation-inducing gene 5 protein) (Erythroblast macrophage protein) (Human lung cancer oncogene 10 protein) (HLC-10) (Macrophage erythroblast attacher) (P44EMLP)	396	reviewed	9606		
Q7L775	EPM2AIP1	EPM2A-interacting protein 1 (Laforin-interacting protein)	607	reviewed	9606		
Q7L7L0	H2AC25	Histone H2A type 3 (H2A-clustered histone 25)	130	reviewed	9606		
Q7L7X3	TAOK1	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	1001	reviewed	9606		
Q7L9B9	EEPD1	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	569	reviewed	9606		
Q7LBR1	CHMP1B	Charged multivesicular body protein 1b (CHMP1.5) (Chromatin-modifying protein 1b) (CHMP1b) (Vacuolar protein sorting-associated protein 46-2) (Vps46-2) (hVps46-2)	199	reviewed	9606		
Q7RTP6	MICAL3	[F-actin]-monooxygenase MICAL3 (EC 1.14.13.225) (Molecule interacting with CasL protein 3) (MICAL-3)	2002	reviewed	9606		
Q7RTV0	PHF5A	PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)	110	reviewed	9606		
Q7Z2K6	ERMP1	Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)	904	reviewed	9606		
Q7Z2W4	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP)	902	reviewed	9606		
Q7Z2Z2	EFL1	Elongation factor-like GTPase 1 (EC 3.6.5.-) (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)	1120	reviewed	9606		
Q7Z304	MAMDC2	MAM domain-containing protein 2 (MAM domain-containing proteoglycan) (Mamcan)	686	reviewed	9606		
Q7Z3D6	DGLUCY	D-glutamate cyclase, mitochondrial (EC 4.2.1.48)	616	reviewed	9606		
Q7Z3E5	ARMC9	LisH domain-containing protein ARMC9 (Armadillo repeat-containing protein 9) (Melanoma/melanocyte-specific tumor antigen KU-MEL-1) (NS21)	818	reviewed	9606		
Q7Z3J2	VPS35L	VPS35 endosomal protein-sorting factor-like (Esophageal cancer-associated protein)	963	reviewed	9606		
Q7Z3K3	POGZ	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)	1410	reviewed	9606		
Q7Z406	MYH14	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)	1995	reviewed	9606		
Q7Z417	NUFIP2	FMR1-interacting protein NUFIP2 (82 kDa FMRP-interacting protein) (82-FIP) (Cell proliferation-inducing gene 1 protein) (FMRP-interacting protein 2) (Nuclear FMR1-interacting protein 2)	695	reviewed	9606		
Q7Z434	MAVS	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	540	reviewed	9606		
Q7Z460	CLASP1	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1)	1538	reviewed	9606		
Q7Z478	DHX29	ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29) (Nucleic acid helicase DDXx)	1369	reviewed	9606		
Q7Z4I7	LIMS2	LIM and senescent cell antigen-like-containing domain protein 2 (LIM-like protein 2) (Particularly interesting new Cys-His protein 2) (PINCH-2)	341	reviewed	9606		
Q7Z4S6	KIF21A	Kinesin-like protein KIF21A (Kinesin-like protein KIF2) (Renal carcinoma antigen NY-REN-62)	1674	reviewed	9606		
Q7Z4V5	HDGFL2	Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2)	671	reviewed	9606		
Q7Z4W1	DCXR	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)	244	reviewed	9606		
Q7Z5L7	PODN	Podocan	613	reviewed	9606		
Q7Z5L9	IRF2BP2	Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2)	587	reviewed	9606		
Q7Z6B0	CCDC91	Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein)	441	reviewed	9606		
Q7Z6E9	RBBP6	E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis)	1792	reviewed	9606		
Q7Z6Z7	HUWE1	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	4374	reviewed	9606		
Q7Z7B0	FILIP1	Filamin-A-interacting protein 1 (FILIP)	1213	reviewed	9606		
Q7Z7F7	MRPL55	Large ribosomal subunit protein mL55 (39S ribosomal protein L55, mitochondrial) (L55mt) (MRP-L55) (Mitochondrial large ribosomal subunit protein bL31m)	128	reviewed	9606		
Q7Z7G0	ABI3BP	Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	1068	reviewed	9606		
Q7Z7H5	TMED4	Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (GMP25iso) (Putative NF-kappa-B-activating protein 156) (p24 family protein alpha-3) (p24alpha3)	227	reviewed	9606		
Q7Z7K0	CMC1	COX assembly mitochondrial protein homolog (Cmc1p)	106	reviewed	9606		
Q7Z7K6	CENPV	Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6)	275	reviewed	9606		
Q7Z7L7	ZER1	Protein zer-1 homolog (Hzyg) (Zyg-11 homolog B-like protein) (Zyg11b-like protein)	766	reviewed	9606		
Q86SQ0	PHLDB2	Pleckstrin homology-like domain family B member 2 (Protein LL5-beta)	1253	reviewed	9606		
Q86SX6	GLRX5	Glutaredoxin-related protein 5, mitochondrial (Monothiol glutaredoxin-5)	157	reviewed	9606		
Q86SZ2	TRAPPC6B	Trafficking protein particle complex subunit 6B (TRAPP complex subunit 6B)	158	reviewed	9606		
Q86TD4	SRL	Sarcalumenin	473	reviewed	9606		
Q86TI2	DPP9	Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9)	863	reviewed	9606		
Q86TN4	TRPT1	tRNA 2'-phosphotransferase 1 (EC 2.7.1.160)	253	reviewed	9606		
Q86TP1	PRUNE1	Exopolyphosphatase PRUNE1 (EC 3.6.1.14) (EC 3.6.1.25) (Drosophila-related expressed sequence 17) (DRES-17) (DRES17) (HTcD37) (Protein prune homolog 1) (hPrune)	453	reviewed	9606		
Q86TU7	SETD3	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3) (hSETD3)	594	reviewed	9606		
Q86TX2	ACOT1	Acyl-coenzyme A thioesterase 1 (Acyl-CoA thioesterase 1) (EC 3.1.2.-) (CTE-I) (CTE-Ib) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	421	reviewed	9606		
Q86U28	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)	154	reviewed	9606		
Q86U42	PABPN1	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	306	reviewed	9606		
Q86U86	PBRM1	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)	1689	reviewed	9606		
Q86UE4	MTDH	Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)	582	reviewed	9606		
Q86UP2	KTN1	Kinectin (CG-1 antigen) (Kinesin receptor)	1357	reviewed	9606		
Q86UT6	NLRX1	NLR family member X1 (Caterpiller protein 11.3) (CLR11.3) (Nucleotide-binding oligomerization domain protein 5) (Nucleotide-binding oligomerization domain protein 9)	975	reviewed	9606		
Q86UU1	PHLDB1	Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha)	1377	reviewed	9606		
Q86UV5	USP48	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific peptidase 48) (Ubiquitin-specific protease 48) (Ubiquitin-specific-processing protease 48)	1035	reviewed	9606		
Q86UX2	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5)	942	reviewed	9606		
Q86UY8	NT5DC3	5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase)	548	reviewed	9606		
Q86V48	LUZP1	Leucine zipper protein 1 (Filamin mechanobinding actin cross-linking protein) (Fimbacin)	1076	reviewed	9606		
Q86V81	ALYREF	THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF)	257	reviewed	9606		
Q86VB7	CD163	Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	1156	reviewed	9606		
Q86VD7	SLC25A42	Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42)	318	reviewed	9606		
Q86VN1	VPS36	Vacuolar protein-sorting-associated protein 36 (ELL-associated protein of 45 kDa) (ESCRT-II complex subunit VPS36)	386	reviewed	9606		
Q86VP6	CAND1	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)	1230	reviewed	9606		
Q86VS8	HOOK3	Protein Hook homolog 3 (h-hook3) (hHK3)	718	reviewed	9606		
Q86VU5	COMTD1	Catechol O-methyltransferase domain-containing protein 1 (EC 2.1.1.-)	262	reviewed	9606		
Q86W92	PPFIBP1	Liprin-beta-1 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding protein 1) (PTPRF-interacting protein-binding protein 1) (hSGT2)	1011	reviewed	9606		
Q86WA6	BPHL	Serine hydrolase BPHL (EC 3.1.-.-) (Biphenyl hydrolase-like protein) (Biphenyl hydrolase-related protein) (Bph-rp) (Breast epithelial mucin-associated antigen) (MCNAA) (L-homocysteine-thiolactonase BPHL) (Valacyclovir hydrolase) (VACVase) (Valacyclovirase)	291	reviewed	9606		
Q86WC6	PPP1R27	Protein phosphatase 1 regulatory subunit 27 (Dysferlin-interacting protein 1) (Toonin)	154	reviewed	9606		
Q86WU2	LDHD	D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.98.-)	507	reviewed	9606		
Q86WW8	COA5	Cytochrome c oxidase assembly factor 5	74	reviewed	9606		
Q86X55	CARM1	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	608	reviewed	9606		
Q86X76	NIT1	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)	327	reviewed	9606		
Q86XI6	PPP1R3B	Protein phosphatase 1 regulatory subunit 3B (Hepatic glycogen-targeting protein phosphatase 1 regulatory subunit GL) (Protein phosphatase 1 regulatory subunit 4) (PP1 subunit R4) (Protein phosphatase 1 subunit GL) (PTG)	285	reviewed	9606		
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42) (RNA helicase-like protein) (RHELP) (RNA helicase-related protein) (RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein) (SF3b125)	938	reviewed	9606		
Q86XX4	FRAS1	Extracellular matrix organizing protein FRAS1 (Fraser syndrome 1 protein)	4008	reviewed	9606		
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	141	reviewed	9606		
Q86Y82	STX12	Syntaxin-12	276	reviewed	9606		
Q86YB7	ECHDC2	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	292	reviewed	9606		
Q86YJ6	THNSL2	Threonine synthase-like 2 (TSH2) (EC 4.2.3.-) (Secreted osteoclastogenic factor of activated T-cells) (SOFAT)	484	reviewed	9606		
Q8IUD2	ERC1	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2)	1116	reviewed	9606		
Q8IUE6	H2AC21	Histone H2A type 2-B (H2A-clustered histone 21)	130	reviewed	9606		
Q8IUR0	TRAPPC5	Trafficking protein particle complex subunit 5	188	reviewed	9606		
Q8IUX7	AEBP1	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	1158	reviewed	9606		
Q8IV08	PLD3	5'-3' exonuclease PLD3 (EC 3.1.16.1) ((S,S)-bis(monoacylglycero)phosphate synthase PLD3) (EC 2.3.1.-) (HindIII K4L homolog) (Hu-K4) (Phospholipase D3)	490	reviewed	9606		
Q8IVD9	NUDCD3	NudC domain-containing protein 3	361	reviewed	9606		
Q8IVF2	AHNAK2	Protein AHNAK2	5795	reviewed	9606		
Q8IVG5	SAMD9L	Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like)	1584	reviewed	9606		
Q8IVL5	P3H2	Prolyl 3-hydroxylase 2 (EC 1.14.11.7) (Leprecan-like protein 1) (Myxoid liposarcoma-associated protein 4)	708	reviewed	9606		
Q8IVM0	CCDC50	Coiled-coil domain-containing protein 50 (Protein Ymer)	306	reviewed	9606		
Q8IVN3	MUSTN1	Musculoskeletal embryonic nuclear protein 1	82	reviewed	9606		
Q8IVS2	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyl CoA:ACP acyltransferase) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)	390	reviewed	9606		
Q8IVU3	HERC6	Probable E3 ISG15--protein ligase HERC6 (EC 2.3.2.-) (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6)	1022	reviewed	9606		
Q8IW45	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase)	347	reviewed	9606		
Q8IW75	SERPINA12	Serpin A12 (OL-64) (Visceral adipose tissue-derived serine protease inhibitor) (Vaspin) (Visceral adipose-specific serpin)	414	reviewed	9606		
Q8IWA4	MFN1	Mitofusin-1 (EC 3.6.5.-) (Fzo homolog) (Transmembrane GTPase MFN1)	741	reviewed	9606		
Q8IWA5	SLC44A2	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	706	reviewed	9606		
Q8IWB7	WDFY1	WD repeat and FYVE domain-containing protein 1 (FYVE domain-containing protein localized to endosomes 1) (FENS-1) (Phosphoinositide-binding protein 1) (WD40- and FYVE domain-containing protein 1) (Zinc finger FYVE domain-containing protein 17)	410	reviewed	9606		
Q8IWE2	FAM114A1	Protein NOXP20 (Nervous system overexpressed protein 20) (Protein FAM114A1)	563	reviewed	9606		
Q8IWL3	HSCB	Iron-sulfur cluster co-chaperone protein HscB (DnaJ homolog subfamily C member 20) [Cleaved into: Iron-sulfur cluster co-chaperone protein HscB, cytoplasmic (C-HSC20); Iron-sulfur cluster co-chaperone protein HscB, mitochondrial]	235	reviewed	9606		
Q8IWU6	SULF1	Extracellular sulfatase Sulf-1 (hSulf-1) (Arylsulfatase) (EC 3.1.6.1) (N-acetylglucosamine-6-sulfatase) (EC 3.1.6.14) [Cleaved into: Extracellular sulfatase Sulf-2 secreted form]	871	reviewed	9606		
Q8IWV7	UBR1	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-recognin-1) (Ubiquitin-protein ligase E3-alpha-1) (Ubiquitin-protein ligase E3-alpha-I)	1749	reviewed	9606		
Q8IWW8	ADHFE1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1) (Fe-containing alcohol dehydrogenase)	467	reviewed	9606		
Q8IWX8	CHERP	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	916	reviewed	9606		
Q8IX01	SUGP2	SURP and G-patch domain-containing protein 2 (Arginine/serine-rich-splicing factor 14) (Splicing factor, arginine/serine-rich 14)	1082	reviewed	9606		
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)	1150	reviewed	9606		
Q8IXB1	DNAJC10	Endoplasmic reticulum disulfide reductase DNAJC10 (EC 1.8.4.2) (DnaJ homolog subfamily C member 10) (Endoplasmic reticulum DNA J domain-containing protein 5) (ER-resident protein ERdj5) (Macrothioredoxin) (MTHr)	793	reviewed	9606		
Q8IXI1	RHOT2	Mitochondrial Rho GTPase 2 (MIRO-2) (hMiro-2) (EC 3.6.5.-) (Ras homolog gene family member T2)	618	reviewed	9606		
Q8IXI2	RHOT1	Mitochondrial Rho GTPase 1 (MIRO-1) (hMiro-1) (EC 3.6.5.-) (Rac-GTP-binding protein-like protein) (Ras homolog gene family member T1)	618	reviewed	9606		
Q8IXJ6	SIRT2	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-2) (EC 2.3.1.-) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	389	reviewed	9606		
Q8IXL7	MSRB3	Methionine-R-sulfoxide reductase B3 (MsrB3) (EC 1.8.4.12) (EC 1.8.4.14)	192	reviewed	9606		
Q8IXM2	BACC1	BPTF-associated chromatin complex component 1 (BPTF-associated protein of 18 kDa) (Chromatin complexes subunit BAP18)	172	reviewed	9606		
Q8IXM3	MRPL41	Large ribosomal subunit protein mL41 (39S ribosomal protein L41, mitochondrial) (L41mt) (MRP-L41) (Bcl-2-interacting mitochondrial ribosomal protein L41) (Cell proliferation-inducing gene 3 protein) (MRP-L27 homolog)	137	reviewed	9606		
Q8IXQ6	PARP9	Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9)	854	reviewed	9606		
Q8IY17	PNPLA6	Patatin-like phospholipase domain-containing protein 6 (EC 3.1.1.5) (Neuropathy target esterase)	1375	reviewed	9606		
Q8IY21	DDX60	Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60)	1712	reviewed	9606		
Q8IY67	RAVER1	Ribonucleoprotein PTB-binding 1 (Protein raver-1)	606	reviewed	9606		
Q8IY95	TMEM192	Transmembrane protein 192	271	reviewed	9606		
Q8IYB3	SRRM1	Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein)	904	reviewed	9606		
Q8IYB7	DIS3L2	DIS3-like exonuclease 2 (hDIS3L2) (EC 3.1.13.-)	885	reviewed	9606		
Q8IYB8	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)	786	reviewed	9606		
Q8IYE0	CCDC146	Coiled-coil domain-containing protein 146	955	reviewed	9606		
Q8IYI6	EXOC8	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)	725	reviewed	9606		
Q8IYM9	TRIM22	E3 ubiquitin-protein ligase TRIM22 (EC 2.3.2.27) (50 kDa-stimulated trans-acting factor) (RING finger protein 94) (RING-type E3 ubiquitin transferase TRIM22) (Staf-50) (Tripartite motif-containing protein 22)	498	reviewed	9606		
Q8IYQ7	THNSL1	Threonine synthase-like 1 (TSH1)	743	reviewed	9606		
Q8IYS1	PM20D2	Xaa-Arg dipeptidase (EC 3.4.13.4) (Beta-Ala-Lys dipeptidase)	436	reviewed	9606		
