# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-13T04:25:20Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
rank	accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff	robust_z
2208	P31942	HNRNPH3	2	346	36926.3	20	0.54162	20	20	0	0.19906
2209	P63151	PPP2R2A	2	447	51691.4	28	0.541676	28	27	0.0357143	0.199684
2210	Q9BTZ2	DHRS4	2	278	29536.8	16	0.541697	16	16	0	0.199912
2211	Q9UBI1	COMMD3	2	195	22150.7	12	0.541744	12	12	0	0.200431
2212	Q9NP74	PALMD	2	551	62757.1	34	0.541771	34	30	0.117647	0.20074
2213	P48444	ARCN1	2	511	57209.7	31	0.541866	31	29	0.0645161	0.201788
2214	O43660	PLRG1	2	514	57193	31	0.542024	31	28	0.0967742	0.203549
2215	Q9Y3P9	RABGAP1	2	1069	121735	66	0.54216	66	64	0.030303	0.20506
2216	P40939	HADHA	2	763	82998.7	45	0.542177	45	44	0.0222222	0.205246
2217	Q9UBB4	ATXN10	2	475	53487.9	29	0.542178	29	30	-0.0344828	0.205259
2218	Q07157	TJP1	2	1748	195456	106	0.542322	106	89	0.160377	0.20685
2219	Q6PKG0	LARP1	2	1096	123509	67	0.542472	67	67	0	0.208518
2220	Q86UU1	PHLDB1	2	1377	151159	82	0.542474	82	81	0.0121951	0.208539
2221	A0AVT1	UBA6	2	1052	117968	64	0.542519	64	62	0.03125	0.209036
2222	P30043	BLVRB	2	206	22119	12	0.542519	12	11	0.0833333	0.209039
2223	P62280	RPS11	2	158	18430.6	10	0.542577	10	10	0	0.209683
2224	P78347	GTF2I	2	998	112415	61	0.542632	61	60	0.0163934	0.210291
2225	Q6ZP82	CCDC141	2	1530	175064	95	0.542659	95	94	0.0105263	0.210596
2226	P49588	AARS1	2	968	106809	58	0.543025	58	56	0.0344828	0.214662
2227	Q9P1Z2	CALCOCO1	2	691	77335	42	0.543092	42	41	0.0238095	0.2154
2228	Q9Y4I1	MYO5A	2	1855	215402	117	0.543171	117	119	-0.017094	0.216275
2229	Q711Q0	CEFIP	1	1435	156474	85	0.54322	85	80	0.0588235	0.216824
2230	Q9BRX8	PRXL2A	2	229	25763.8	14	0.543397	14	14	0	0.218792
2231	P83111	LACTB	2	547	60692.9	33	0.543721	33	31	0.0606061	0.222383
2232	P08243	ASNS	2	561	64369.1	35	0.543739	35	36	-0.0285714	0.222589
2233	Q9UKL0	RCOR1	2	485	53326.7	29	0.543818	29	29	0	0.223463
2234	P42025	ACTR1B	2	376	42292.8	23	0.543827	23	23	0	0.223566
2235	O75083	WDR1	2	606	66192.7	36	0.543867	36	37	-0.0277778	0.224
2236	P54136	RARS1	2	660	75378	41	0.543926	41	41	0	0.224655
2237	P78417	GSTO1	2	241	27565.5	15	0.544158	15	15	0	0.227236
2238	Q9H4M9	EHD1	2	534	60626	33	0.544321	33	33	0	0.229048
2239	Q8IYM9	TRIM22	2	498	56946.6	31	0.54437	31	31	0	0.229589
2240	Q16851	UGP2	2	508	56939.5	31	0.544437	31	31	0	0.230335
2241	O75347	TBCA	2	108	12854.7	7	0.544549	7	7	0	0.231581
2242	Q13418	ILK	1	452	51418.5	28	0.544551	28	27	0.0357143	0.2316
2243	O00192	ARVCF	2	962	104640	57	0.544723	57	54	0.0526316	0.233505
2244	Q9NRI5	DISC1	2	854	93608.9	51	0.54482	51	53	-0.0392157	0.234583
2245	P53041	PPP5C	2	499	56877.9	31	0.545027	31	29	0.0645161	0.236879
2246	P40763	STAT3	2	770	88066.5	48	0.545043	48	45	0.0625	0.237059
2247	O00567	NOP56	2	594	66049	36	0.54505	36	36	0	0.237138
2248	Q5JRX3	PITRM1	2	1037	117411	64	0.545094	64	62	0.03125	0.23763
2249	Q9Y2Z4	YARS2	2	477	53198.2	29	0.545132	29	29	0	0.238046
2250	A0A0B4J1X5	IGHV3-74	2	117	12839.5	7	0.545195	7	7	0	0.238745
2251	O43837	IDH3B	2	385	42183.2	23	0.545241	23	23	0	0.23926
2252	Q5JPH6	EARS2	2	523	58687.7	32	0.54526	32	33	-0.03125	0.239464
2253	O75582	RPS6KA5	2	802	89864.1	49	0.545268	49	48	0.0204082	0.239553
2254	Q9BTC0	DIDO1	2	2240	243869	133	0.545375	133	129	0.0300752	0.240745
2255	P60891	PRPS1	2	318	34833.7	19	0.545448	19	19	0	0.241558
2256	P23381	WARS1	2	471	53164.6	29	0.545476	29	29	0	0.241863
2257	O60220	TIMM8A	2	97	10998.2	6	0.545543	6	7	-0.166667	0.24261
2258	Q49A88	CCDC14	2	953	106300	58	0.545625	58	57	0.0172414	0.243524
2259	P31327	CPS1	2	1500	164937	90	0.545662	90	86	0.0444444	0.243927
2260	Q13428	TCOF1	2	1488	152104	83	0.54568	83	76	0.0843373	0.244132
2261	Q9BWF3	RBM4	2	364	40313.3	22	0.545726	22	22	0	0.244644
2262	P22735	TGM1	2	817	89785.6	49	0.545744	49	46	0.0612245	0.244847
2263	P82930	MRPS34	2	218	25650	14	0.545808	14	15	-0.0714286	0.245554
2264	Q16555	DPYSL2	2	572	62292.8	34	0.54581	34	33	0.0294118	0.245572
2265	Q9BTY7	HGH1	2	390	42128.4	23	0.54595	23	23	0	0.247125
2266	Q9GZY8	MFF	2	342	38463.9	21	0.545967	21	17	0.190476	0.247314
2267	P29992	GNA11	2	359	42122.7	23	0.546023	23	23	0	0.247946
2268	Q12792	TWF1	1	350	40282	22	0.546149	22	23	-0.0454545	0.24934
2269	Q8NI08	NCOA7	2	942	106160	58	0.546344	58	55	0.0517241	0.251508
2270	Q16585	SGCB	2	318	34776.3	19	0.546348	19	19	0	0.251553
2271	Q15124	PGM5	1	567	62224.4	34	0.54641	34	33	0.0294118	0.252235
2272	P11908	PRPS2	2	318	34768.6	19	0.54647	19	19	0	0.252901
2273	O60884	DNAJA2	2	412	45745.2	25	0.546505	25	23	0.08	0.253297
2274	Q8N6H7	ARFGAP2	2	521	56719.5	31	0.54655	31	32	-0.0322581	0.253786
2275	Q14324	MYBPC2	1	1141	128070	70	0.546574	70	68	0.0285714	0.254061
2276	O95183	VAMP5	2	116	12804.6	7	0.546677	7	7	0	0.255197
2277	O75410	TACC1	2	805	87793.1	48	0.54674	48	47	0.0208333	0.255903
2278	Q96RQ3	MCCC1	2	725	80471.9	44	0.546774	44	44	0	0.256283
2279	Q13131	PRKAA1	2	559	64008.3	35	0.546804	35	33	0.0571429	0.256614
2280	P82663	MRPS25	2	173	20116.2	11	0.546823	11	11	0	0.256818
2281	P68133	ACTA1	1	377	42050.5	23	0.546962	23	23	0	0.25836
2282	Q9Y276	BCS1L	2	419	47533.5	26	0.546983	26	25	0.0384615	0.258597
2283	Q96B97	SH3KBP1	2	665	73125.3	40	0.547006	40	40	0	0.258857
2284	O43148	RNMT	2	476	54843.5	30	0.547011	30	30	0	0.258907
2285	O43181	NDUFS4	2	175	20107.7	11	0.547054	11	11	0	0.259388
2286	P78344	EIF4G2	2	907	102360	56	0.547087	56	56	0	0.259757
2287	Q92945	KHSRP	2	711	73114.4	40	0.547088	40	40	0	0.259762
2288	Q9UIC8	LCMT1	2	334	38378.6	21	0.54718	21	21	0	0.260787
2289	O60749	SNX2	2	519	58470.2	32	0.547288	32	30	0.0625	0.261979
2290	Q9UDW1	UQCR10	2	63	7308.37	4	0.547318	4	4	0	0.262314
2291	Q96HC4	PDLIM5	1	596	63944.3	35	0.547351	35	31	0.114286	0.262687
2292	P68032	ACTC1	1	377	42018.4	23	0.547379	23	23	0	0.262994
2293	Q9BYX7	POTEKP	2	375	42015.7	23	0.547415	23	23	0	0.263391
2294	P18124	RPL7	2	248	29225.5	16	0.547468	16	16	0	0.26398
2295	P27824	CANX	2	592	67567.4	37	0.547601	37	27	0.27027	0.265463
2296	Q9BU02	THTPA	2	230	25565.5	14	0.547612	14	14	0	0.265586
2297	Q8TDD1	DDX54	2	881	98593.3	54	0.547705	54	52	0.037037	0.266609
2298	P07099	EPHX1	2	455	52948.1	29	0.547706	29	24	0.172414	0.266625
2299	P10915	HAPLN1	2	354	40165	22	0.54774	22	23	-0.0454545	0.267006
2300	P62312	LSM6	2	80	9127.49	5	0.547796	5	6	-0.2	0.267624
2301	Q8N4Q0	PTGR3	2	377	40140	22	0.548082	22	20	0.0909091	0.270799
2302	Q9UQ80	PA2G4	2	394	43786.4	24	0.548116	24	24	0	0.271173
2303	Q96BW9	TAMM41	2	452	51066.1	28	0.548309	28	28	0	0.273315
2304	Q9Y3C6	PPIL1	2	166	18236.6	10	0.548347	10	9	0.1	0.273745
2305	P61960	UFM1	2	85	9117.46	5	0.548398	5	5	0	0.274311
2306	P24310	COX7A1	2	79	9117.39	5	0.548403	5	5	0	0.274358
2307	Q63ZY3	KANK2	2	851	91173	50	0.548408	50	48	0.04	0.274416
2308	P09601	HMOX1	2	288	32818.1	18	0.548478	18	18	0	0.275198
2309	O00116	AGPS	2	658	72910.9	40	0.548615	40	39	0.025	0.276716
2310	P40855	PEX19	2	299	32806	18	0.54868	18	18	0	0.277441
2311	Q6UXV4	APOOL	2	268	29158.6	16	0.548724	16	16	0	0.277923
2312	O75340	PDCD6	2	191	21868.1	12	0.548744	12	10	0.166667	0.278146
2313	P17980	PSMC3	2	439	49202.9	27	0.548748	27	26	0.037037	0.278196
2314	Q9UKY7	CDV3	2	258	27334.5	15	0.548757	15	12	0.2	0.27829
2315	Q13435	SF3B2	2	895	100226	55	0.548759	55	52	0.0545455	0.278311
2316	Q9Y2I8	WDR37	2	494	54664.5	30	0.548802	30	30	0	0.278792
2317	P10412	H1-4	2	219	21865	12	0.548822	12	12	0	0.279015
2318	P43686	PSMC4	2	418	47365.5	26	0.548922	26	22	0.153846	0.280127
2319	O95425	SVIL	1	2214	247743	136	0.548956	136	128	0.0588235	0.280505
2320	P62191	PSMC1	2	440	49183.9	27	0.54896	27	27	0	0.280546
2321	P78410	BTN3A2	2	334	36427	20	0.549043	20	20	0	0.281464
2322	P17066	HSPA6	2	643	71027.2	39	0.549085	39	39	0	0.281938
2323	Q96HJ9	FMC1	2	113	12748.4	7	0.549087	7	7	0	0.281954
2324	Q9HAU0	PLEKHA5	2	1116	127462	70	0.549182	70	67	0.0428571	0.283014
2325	Q6WCQ1	MPRIP	2	1025	116531	64	0.549209	64	60	0.0625	0.283308
2326	P53621	COPA	2	1224	138344	76	0.549356	76	76	0	0.284941
2327	P40222	TXLNA	2	546	61890.2	34	0.54936	34	32	0.0588235	0.284985
2328	Q9NP97	DYNLRB1	2	96	10921.4	6	0.549378	6	6	0	0.285185
2329	P17693	HLA-G	2	338	38223.5	21	0.5494	21	20	0.047619	0.28543
2330	O00425	IGF2BP3	2	579	63704.1	35	0.549415	35	34	0.0285714	0.285601
2331	Q3KQU3	MAP7D1	2	841	92818.3	51	0.54946	51	45	0.117647	0.286102
2332	P02792	FTL	2	175	20019.3	11	0.549468	11	11	0	0.286191
2333	P35221	CTNNA1	2	906	100070	55	0.549617	55	56	-0.0181818	0.287837
2334	Q9BTE6	AARSD1	2	412	45478.9	25	0.549705	25	25	0	0.288816
2335	O75312	ZPR1	2	459	50924.6	28	0.549832	28	26	0.0714286	0.290233
2336	Q8TDX7	NEK7	2	302	34550.5	19	0.54992	19	19	0	0.291203
2337	Q96BY7	ATG2B	2	2078	232759	128	0.549925	128	121	0.0546875	0.291259
2338	Q02878	RPL6	2	288	32727.6	18	0.549995	18	19	-0.0555556	0.292034
2339	Q13976	PRKG1	2	671	76363.5	42	0.550001	42	42	0	0.292103
2340	Q8IXQ6	PARP9	2	854	96341.9	53	0.550124	53	51	0.0377358	0.293468
2341	Q16658	FSCN1	2	493	54529.2	30	0.550164	30	29	0.0333333	0.293908
2342	Q8WXI3	ASB10	2	467	50893.3	28	0.55017	28	29	-0.0357143	0.293981
2343	P27986	PIK3R1	2	724	83597.1	46	0.550258	46	41	0.108696	0.294958
2344	Q03938	ZNF90	2	601	69056.9	38	0.550271	38	40	-0.0526316	0.295096
2345	P63261	ACTG1	1	375	41792.3	23	0.550341	23	23	0	0.295875
2346	Q02338	BDH1	2	343	38156.7	21	0.550362	21	22	-0.047619	0.296113
2347	O75822	EIF3J	2	258	29062.1	16	0.550546	16	16	0	0.298153
2348	Q8WWV3	RTN4IP1	2	396	43589.2	24	0.550595	24	25	-0.0416667	0.298701
2349	Q9UK41	VPS28	2	221	25424.8	14	0.550643	14	14	0	0.299236
2350	O43491	EPB41L2	2	1005	112587	62	0.550687	62	61	0.016129	0.299723
2351	Q9NTG7	SIRT3	2	399	43572.5	24	0.550806	24	20	0.166667	0.301038
2352	Q13310	PABPC4	2	644	70781.9	39	0.550988	39	37	0.0512821	0.303066
2353	P46926	GNPDA1	2	289	32668.1	18	0.550996	18	18	0	0.303149
2354	Q02880	TOP2B	2	1626	183265	101	0.551115	101	100	0.00990099	0.304466
2355	Q86TD4	SRL	2	473	54429.9	30	0.551168	30	25	0.166667	0.305057
2356	Q5JSL3	DOCK11	2	2073	237667	131	0.55119	131	129	0.0152672	0.305308
2357	P61586	RHOA	2	193	21767.9	12	0.55127	12	13	-0.0833333	0.306194
2358	O75556	SCGB2A1	2	95	10883.7	6	0.551285	6	6	0	0.306354
2359	Q96BQ5	CCDC127	2	260	30833.8	17	0.551343	17	17	0	0.307007
2360	Q9NZI8	IGF2BP1	2	577	63479.7	35	0.551357	35	35	0	0.307163
2361	Q8N1G4	LRRC47	2	583	63472	35	0.551424	35	32	0.0857143	0.307902
2362	P11586	MTHFD1	2	935	101530	56	0.551562	56	56	0	0.309429
2363	Q99985	SEMA3C	2	751	85206	47	0.551604	47	48	-0.0212766	0.309904
2364	O43264	ZW10	2	779	88828.1	49	0.551627	49	49	0	0.310158
2365	Q9Y2R5	MRPS17	2	130	14501.9	8	0.551652	8	7	0.125	0.310437
2366	Q92665	MRPS31	2	395	45317.8	25	0.551659	25	27	-0.08	0.310516
2367	Q16798	ME3	2	604	67067.5	37	0.551683	37	36	0.027027	0.310774
2368	O75251	NDUFS7	2	213	23563.2	13	0.551708	13	14	-0.0769231	0.311049
2369	Q13867	BLMH	2	455	52561.6	29	0.551733	29	28	0.0344828	0.311334
2370	P00326	ADH1C	2	375	39867.3	22	0.551831	22	21	0.0454545	0.31242
2371	Q13617	CUL2	2	745	86981.9	48	0.551839	48	47	0.0208333	0.31251
2372	O75306	NDUFS2	2	463	52544.9	29	0.551909	29	27	0.0689655	0.313282
2373	P55786	NPEPPS	2	919	103275	57	0.551926	57	53	0.0701754	0.31347
2374	P25685	DNAJB1	2	340	38043.7	21	0.551997	21	22	-0.047619	0.314258
2375	Q7L5Y9	MAEA	2	396	45286.7	25	0.552039	25	25	0	0.314726
2376	Q13425	SNTB2	2	540	57948.7	32	0.552213	32	30	0.0625	0.316658
2377	P08195	SLC3A2	2	529	57943.9	32	0.552259	32	32	0	0.317168
2378	Q9BYK8	HELZ2	2	2896	322311	178	0.552262	178	174	0.0224719	0.317202
2379	P22234	PAICS	2	425	47078.6	26	0.552268	26	26	0	0.317269
2380	P02763	ORM1	2	201	23539.3	13	0.552268	13	13	0	0.317273
2381	Q6IPR1	ETFRF1	2	90	10863.7	6	0.552296	6	6	0	0.317585
2382	Q8TDC0	MYOZ3	1	251	27156.5	15	0.552354	15	14	0.0666667	0.318223
2383	O94851	MICAL2	2	1957	219058	121	0.552365	121	116	0.0413223	0.318352
2384	P61970	NUTF2	2	127	14478.2	8	0.552554	8	8	0	0.320452
2385	Q68J44	DUSP29	2	220	25335.2	14	0.552592	14	14	0	0.320867
2386	P12110	COL6A2	2	1019	108578	60	0.552597	60	60	0	0.320919
2387	Q14185	DOCK1	2	1865	215343	119	0.552607	119	116	0.0252101	0.321038
2388	Q9NZJ4	SACS	2	4579	521118	288	0.552657	288	282	0.0208333	0.321594
2389	Q8TF09	DYNLRB2	2	96	10854.5	6	0.552767	6	6	0	0.322816
2390	A6NNL5	C15orf61	2	157	18090.7	10	0.552772	10	11	-0.1	0.322864
2391	P21397	MAOA	2	527	59680.9	33	0.55294	33	31	0.0606061	0.324735
2392	O14657	TOR1B	2	336	37978.4	21	0.552947	21	20	0.047619	0.324804
2393	Q3MHD2	LSM12	2	195	21700.4	12	0.552984	12	11	0.0833333	0.325225
2394	Q9P121	NTM	2	344	37971.1	21	0.553053	21	20	0.047619	0.325983
2395	Q12904	AIMP1	2	312	34352.3	19	0.553093	19	18	0.0526316	0.326433
2396	Q9UKV3	ACIN1	2	1341	151859	84	0.553144	84	76	0.0952381	0.326999
2397	Q9BXW6	OSBPL1A	2	950	108468	60	0.553157	60	58	0.0333333	0.327138
2398	Q96I23	PYURF	2	114	12654.4	7	0.553167	7	7	0	0.327248
2399	Q02252	ALDH6A1	2	535	57839	32	0.55326	32	31	0.03125	0.32828
2400	Q92747	ARPC1A	2	370	41568.7	23	0.553301	23	23	0	0.328739
2401	Q8N4T8	CBR4	2	237	25301.1	14	0.553335	14	14	0	0.329121
2402	P28331	NDUFS1	2	727	79466.5	44	0.553692	44	41	0.0681818	0.333084
2403	P02786	TFRC	2	760	84870.3	47	0.553786	47	48	-0.0212766	0.334128
2404	P19474	TRIM21	2	475	54168.9	30	0.553823	30	30	0	0.334532
2405	Q6DN90	IQSEC1	2	963	108313	60	0.553952	60	58	0.0333333	0.335961
2406	Q9P2E3	ZNFX1	2	1918	220224	122	0.553982	122	120	0.0163934	0.336301
2407	Q8N183	NDUFAF2	2	169	19856	11	0.553988	11	11	0	0.336362
2408	Q9H0V9	LMAN2L	2	348	39710.2	22	0.554013	22	20	0.0909091	0.336646
2409	Q9UJW0	DCTN4	1	460	52336.4	29	0.554108	29	24	0.172414	0.337694
2410	Q96MF2	STAC3	2	364	41506.6	23	0.554129	23	22	0.0434783	0.337928
2411	P00915	CA1	2	261	28869.8	16	0.554213	16	14	0.125	0.338868
2412	Q9HCE1	MOV10	2	1003	113670	63	0.554238	63	60	0.047619	0.33914
2413	P24666	ACP1	2	158	18042.3	10	0.554254	10	10	0	0.339321
2414	P02675	FGB	2	491	55927.5	31	0.554289	31	31	0	0.339705
2415	O00330	PDHX	2	501	54121.5	30	0.554308	30	28	0.0666667	0.339922
2416	P55210	CASP7	2	303	34276.4	19	0.554317	19	20	-0.0526316	0.340024
2417	Q86YJ6	THNSL2	2	484	54115.2	30	0.554373	30	30	0	0.340645
2418	Q13190	STX5	2	355	39671.8	22	0.55455	22	22	0	0.342603
2419	P35580	MYH10	2	1976	228995	127	0.554596	127	125	0.015748	0.343119
2420	P25311	AZGP1	2	298	34258.2	19	0.554611	19	19	0	0.343288
2421	P38919	EIF4A3	2	411	46870.4	26	0.554721	26	25	0.0384615	0.344507
2422	Q02221	COX6A2	2	97	10815.2	6	0.554774	6	4	0.333333	0.34509
2423	P24844	MYL9	1	172	19826.9	11	0.554801	11	11	0	0.345387
2424	Q8N983	MRPL43	2	215	23430.4	13	0.554834	13	12	0.0769231	0.345756
2425	Q9ULZ3	PYCARD	2	195	21626.4	12	0.554877	12	11	0.0833333	0.346237
2426	P01036	CST4	2	141	16214.1	9	0.555072	9	9	0	0.348398
2427	P53814	SMTN	2	917	99057.1	55	0.555235	55	55	0	0.350213
2428	Q9UJC3	HOOK1	2	728	84646.5	47	0.555251	47	47	0	0.350383
2429	Q9UDX5	MTFP1	2	166	18009.5	10	0.555263	10	10	0	0.350524
2430	Q9UQ90	SPG7	2	795	88233.5	49	0.555345	49	47	0.0408163	0.351429
2431	Q9Y5X3	SNX5	2	404	46815.8	26	0.555368	26	24	0.0769231	0.351683
2432	Q86VU5	COMTD1	2	262	28808.1	16	0.555399	16	15	0.0625	0.352032
2433	Q9UJY1	HSPB8	2	196	21604.1	12	0.555451	12	11	0.0833333	0.352603
2434	P53701	HCCS	2	268	30601.1	17	0.555535	17	16	0.0588235	0.353538
2435	Q96EX1	SMIM12	2	92	10799.3	6	0.555593	6	6	0	0.354183
2436	Q13049	TRIM32	1	653	71987.7	40	0.555651	40	40	0	0.354826
2437	P50213	IDH3A	2	366	39591.3	22	0.555678	22	21	0.0454545	0.355131
2438	P19105	MYL12A	2	171	19793.9	11	0.555727	11	11	0	0.355673
2439	Q13217	DNAJC3	2	504	57579.3	32	0.555756	32	32	0	0.355989
2440	P12883	MYH7	1	1935	223094	124	0.55582	124	123	0.00806452	0.3567
2441	Q12846	STX4	2	297	34179.4	19	0.55589	19	19	0	0.357477
2442	P13639	EEF2	2	858	95337	53	0.555922	53	52	0.0188679	0.357843
2443	Q9Y4G6	TLN2	2	2542	271609	151	0.555947	151	148	0.0198675	0.358114
2444	P15170	GSPT1	2	499	55755.4	31	0.556	31	29	0.0645161	0.358707
2445	Q96I25	RBM17	2	401	44961	25	0.556038	25	25	0	0.35912
2446	Q92820	GGH	2	318	35963.9	20	0.556113	20	18	0.1	0.359956
2447	P18859	ATP5PF	2	108	12587.3	7	0.556115	7	7	0	0.359975
2448	O14950	MYL12B	1	172	19778.9	11	0.556148	11	11	0	0.360344
2449	P20591	MX1	2	662	75519.2	42	0.55615	42	41	0.0238095	0.360371
2450	Q9Y3B3	TMED7	2	224	25171.3	14	0.55619	14	14	0	0.360812
2451	Q0VDG4	SCRN3	2	424	48543.7	27	0.5562	27	26	0.037037	0.360919
2452	P15259	PGAM2	2	253	28765.8	16	0.556216	16	16	0	0.361106
2453	Q6IBS0	TWF2	1	349	39547.4	22	0.556295	22	23	-0.0454545	0.361976
2454	P11171	EPB41	2	864	97015.5	54	0.556612	54	53	0.0185185	0.365501
2455	Q8WX92	NELFB	2	628	70056	39	0.556698	39	39	0	0.366449
2456	Q02818	NUCB1	2	461	53878.4	30	0.55681	30	30	0	0.36769
2457	P09874	PARP1	2	1014	113082	63	0.557116	63	60	0.047619	0.37109
2458	Q9UHQ9	CYB5R1	2	305	34094.4	19	0.557277	19	18	0.0526316	0.372876
2459	Q9NR50	EIF2B3	2	452	50239.7	28	0.557329	28	26	0.0714286	0.373453
2460	P52788	SMS	2	366	41267.7	23	0.557337	23	23	0	0.373543
2461	Q7Z406	MYH14	2	1995	227867	127	0.557343	127	125	0.015748	0.373616
2462	Q6PI48	DARS2	2	645	73561.6	41	0.557356	41	42	-0.0243902	0.373759
2463	Q6P1N0	CC2D1A	2	951	104061	58	0.557367	58	53	0.0862069	0.373876
2464	P01619	IGKV3-20	2	116	12556.9	7	0.557464	7	6	0.142857	0.374951
2465	Q9BZJ0	CRNKL1	2	848	100450	56	0.55749	56	56	0	0.375242
2466	P43034	PAFAH1B1	2	410	46637.4	26	0.557492	26	27	-0.0384615	0.375272
2467	Q8N142	ADSS1	2	457	50207.8	28	0.557682	28	29	-0.0357143	0.377376
2468	P27694	RPA1	2	616	68137.4	38	0.557697	38	33	0.131579	0.377541
2469	Q9BY43	CHMP4A	2	222	25097.9	14	0.557816	14	13	0.0714286	0.378868
2470	Q02978	SLC25A11	2	314	34061.3	19	0.557818	19	20	-0.0526316	0.378885
2471	Q9Y697	NFS1	2	457	50194.9	28	0.557825	28	25	0.107143	0.378966
2472	P06730	EIF4E	2	217	25096.9	14	0.557838	14	14	0	0.379104
2473	Q86V81	ALYREF	2	257	26887.6	15	0.557879	15	15	0	0.379559
2474	O95782	AP2A1	2	977	107544	60	0.55791	60	60	0	0.379906
2475	O94973	AP2A2	2	939	103959	58	0.557913	58	56	0.0344828	0.379941
2476	Q9UPQ0	LIMCH1	2	1083	121865	68	0.557992	68	67	0.0147059	0.380824
2477	Q92499	DDX1	2	740	82431.2	46	0.558041	46	46	0	0.381367
2478	Q9P2B2	PTGFRN	2	879	98555	55	0.558064	55	52	0.0545455	0.381616
2479	Q8WW22	DNAJA4	2	397	44797.2	25	0.558071	25	24	0.04	0.381691
2480	Q6ZUT6	CCDC9B	2	534	57324	32	0.558231	32	30	0.0625	0.383467
2481	Q8IVM0	CCDC50	2	306	35821.3	20	0.558326	20	19	0.05	0.38453
2482	Q8NBJ5	COLGALT1	2	622	71634.9	40	0.558387	40	39	0.025	0.385202
2483	Q14165	MLEC	2	292	32233.5	18	0.558425	18	18	0	0.385629
2484	P53007	SLC25A1	2	311	34012.3	19	0.558621	19	17	0.105263	0.387804
2485	Q8IXM2	BACC1	2	172	17900.1	10	0.558655	10	10	0	0.388179
2486	P13533	MYH6	1	1939	223731	125	0.558706	125	124	0.008	0.38874
2487	Q9ULD2	MTUS1	2	1270	141395	79	0.558719	79	77	0.0253165	0.388888
2488	A6NDG6	PGP	2	321	34005.6	19	0.558731	19	19	0	0.389022
2489	Q9C0D5	TANC1	2	1861	202216	113	0.558808	113	105	0.0707965	0.389879
2490	Q9Y4D1	DAAM1	2	1078	123472	69	0.558833	69	71	-0.0289855	0.390151
2491	Q9BYS8	LRRC2	2	371	42942.9	24	0.558882	24	24	0	0.390701
2492	Q9UKX3	MYH13	1	1938	223601	125	0.559031	125	123	0.016	0.392348
2493	Q5T013	HYI	2	277	30405.2	17	0.559116	17	17	0	0.393294
2494	O43920	NDUFS5	2	106	12517.3	7	0.559224	7	7	0	0.394496
2495	Q9NZL9	MAT2B	2	334	37551.3	21	0.559235	21	19	0.0952381	0.394623
2496	P23193	TCEA1	2	301	33969.3	19	0.559329	19	19	0	0.395662
2497	Q5TFE4	NT5DC1	2	455	51844.3	29	0.559368	29	26	0.103448	0.39609
2498	Q9HDC9	APMAP	2	416	46479.8	26	0.559383	26	23	0.115385	0.396264
2499	O75635	SERPINB7	2	380	42904.2	24	0.559385	24	24	0	0.396287
2500	Q9NPL8	TIMMDC1	2	285	32177.2	18	0.559401	18	18	0	0.396465
2501	Q9BY32	ITPA	2	194	21445.4	12	0.559561	12	12	0	0.398233
2502	Q70UQ0	IKBIP	2	350	39308.4	22	0.559677	22	22	0	0.399523
2503	P45381	ASPA	2	313	35734.6	20	0.559681	20	17	0.15	0.399571
2504	Q8WTW3	COG1	2	980	108976	61	0.559755	61	62	-0.0163934	0.400389
2505	O00571	DDX3X	2	662	73242.4	41	0.559785	41	40	0.0243902	0.400721
2506	Q8NF91	SYNE1	1	8797	1.01107e+06	566	0.559804	566	561	0.00883392	0.400936
2507	Q9Y608	LRRFIP2	2	721	82170.1	46	0.559815	46	46	0	0.401052
2508	Q3LXA3	TKFC	2	575	58946.2	33	0.559832	33	31	0.0606061	0.401246
2509	P78330	PSPH	2	225	25007.4	14	0.559835	14	14	0	0.401276
2510	Q10588	BST1	2	318	35723.4	20	0.559857	20	20	0	0.401525
2511	P50454	SERPINH1	2	418	46439.8	26	0.559865	26	25	0.0384615	0.401607
2512	Q96P16	RPRD1A	2	312	35719.1	20	0.559925	20	20	0	0.402275
2513	Q15005	SPCS2	2	226	25002.5	14	0.559945	14	13	0.0714286	0.402498
2514	Q15365	PCBP1	2	356	37497.3	21	0.56004	21	20	0.047619	0.403559
2515	P06756	ITGAV	2	1048	116036	65	0.56017	65	65	0	0.404995
2516	P52565	ARHGDIA	2	204	23206.8	13	0.560181	13	12	0.0769231	0.405117
2517	Q8N392	ARHGAP18	2	663	74975.6	42	0.560182	42	43	-0.0238095	0.405132
2518	Q9Y2G5	POFUT2	2	429	49975.1	28	0.56028	28	28	0	0.406214
2519	O60506	SYNCRIP	2	623	69601.9	39	0.56033	39	39	0	0.406773
2520	Q7Z6B0	CCDC91	2	441	49970.3	28	0.560333	28	28	0	0.406808
2521	Q96AY3	FKBP10	2	582	64244.2	36	0.560362	36	35	0.0277778	0.407125
