accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
Q2V2M9	FHOD3	1	6	4	4	0	6	0	0	0	0	319.92	158610.7650	0.002017013158
Q32MK0	MYLK3	2	4	4	4	0	4	0	0	0	0	319.92	88391.6800	0.003619345169
Q32MZ4	LRRFIP1	2	18	18	18	0	16	0	0	2	0	1205.7	89120.7400	0.0135288374
Q32P28	P3H1	2	9	9	6	3	0	0	3	0	6	-12.096	81199.0650	-0.0001489672326
Q32P51	HNRNPA1L2	2	12	12	12	0	12	0	0	0	0	384.35	34225.1150	0.01123005723
Q330K2	NDUFAF6	2	0	0	0	0	0	0	0	0	0	0	33480.0600	0
Q3B8N2	LGALS9B	2	0	0	0	0	0	0	0	0	0	0	39659.8450	0
Q3KQU3	MAP7D1	2	33	33	33	0	32	0	0	1	0	2541.34	92818.3400	0.02737971828
Q3LXA3	TKFC	2	3	3	3	0	3	0	0	0	0	239.94	58946.2500	0.004070487945
Q3MHD2	LSM12	2	2	2	2	0	2	0	0	0	0	122.02	21569.2350	0.005657131558
Q3MIX3	ADCK5	2	0	0	0	0	0	0	0	0	0	0	65826.5150	0
Q3SXM5	HSDL1	2	1	1	1	0	1	0	0	0	0	42.04	36870.0700	0.001140220238
Q3SY69	ALDH1L2	2	7	7	7	0	7	0	0	0	0	842.54	101744.5300	0.008280936577
Q3ZCQ8	TIMM50	2	2	2	2	0	2	0	0	0	0	159.96	35081.4000	0.004559681199
Q3ZCW2	LGALSL	2	3	3	3	0	3	0	0	0	0	202	18854.2500	0.0107137648
Q460N5	PARP14	2	3	3	3	0	3	0	0	0	0	239.94	202797.6400	0.001183149863
Q49A88	CCDC14	2	4	4	4	0	4	0	0	0	0	319.92	106300.0700	0.003009593503
Q49AH0	CDNF	2	3	3	3	0	0	0	0	0	3	-6.048	18510.2600	-0.000326737712
Q49B96	COX19	2	3	3	3	0	1	0	0	0	2	38.008	10262.7600	0.003703487171
Q4G0J3	LARP7	2	13	13	13	0	11	0	0	2	0	805.8	66897.8450	0.01204523105
Q4G0N4	NADK2	2	8	8	8	0	8	0	0	0	0	586.29	43327.2950	0.01353165481
Q4G0W2	DUSP28	2	0	0	0	0	0	0	0	0	0	0	18323.8250	0
Q4G176	ACSF3	2	0	0	0	0	0	0	0	0	0	0	54866.6200	0
Q4J6C6	PREPL	2	1	1	1	0	1	0	0	0	0	42.04	83925.8900	0.0005009181315
Q4U2R6	MRPL51	2	0	0	0	0	0	0	0	0	0	0	11712.6900	0
Q4V328	GRIPAP1	2	9	9	9	0	9	0	0	0	0	681.88	95872.6250	0.0071123535
Q4VC31	MIX23	2	2	2	2	0	2	0	0	0	0	84.08	16488.6300	0.005099271437
Q4ZHG4	FNDC1	2	3	3	1	2	1	0	2	0	0	79.98	202284.7650	0.0003953832114
Q502W7	CCDC38	2	0	0	0	0	0	0	0	0	0	0	65313.7600	0
Q52LJ0	FAM98B	2	0	0	0	0	0	0	0	0	0	0	45546.8100	0
Q53EU6	GPAT3	2	2	2	2	0	2	0	0	0	0	159.96	48704.5750	0.003284291055
Q53FA7	TP53I3	2	1	1	1	0	1	0	0	0	0	42.04	35535.6650	0.001183036817
Q53FT3	HIKESHI	2	0	0	0	0	0	0	0	0	0	0	21627.4500	0
Q53GG5	PDLIM3	1	3	3	3	0	3	0	0	0	0	239.94	39231.9650	0.006115931231
Q53GL7	PARP10	2	11	11	11	0	11	0	0	0	0	2687.12	109996.5300	0.02442913426
Q53GQ0	HSD17B12	2	0	0	0	0	0	0	0	0	0	0	34323.7650	0
Q53GS9	USP39	2	3	3	3	0	2	0	0	1	0	141.94	65379.6200	0.002171012924
Q53H12	AGK	2	1	1	1	0	1	0	0	0	0	42.04	47136.4550	0.0008918786956
Q53H47	SETMAR	2	2	2	2	0	2	0	0	0	0	94.01	78032.9350	0.001204747713
Q53H82	LACTB2	2	4	4	4	0	4	0	0	0	0	264.13	32805.2150	0.008051463769
Q53HC9	EIPR1	2	2	2	2	0	2	0	0	0	0	122.02	43602.5200	0.002798462107
Q53RD9	FBLN7	2	13	13	11	2	0	0	2	0	11	-22.176	44798.0600	-0.0004950214362
Q53RT3	ASPRV1	2	1	1	0	1	0	0	1	0	0	0	14854.8850	0
Q53S33	BOLA3	2	0	0	0	0	0	0	0	0	0	0	12113.9900	0
Q53T59	HS1BP3	2	6	6	6	0	6	0	0	0	0	404	42779.6050	0.009443752461
Q53TN4	CYBRD1	2	2	2	2	0	2	0	0	0	0	159.96	31640.8050	0.005055497166
Q562R1	ACTBL2	2	2	2	2	0	2	0	0	0	0	32	42002.6350	0.0007618569644
Q567U6	CCDC93	2	3	3	3	0	3	0	0	0	0	239.94	73196.5100	0.003278025141
Q58FF6	HSP90AB4P	2	0	0	0	0	0	0	0	0	0	0	58263.6600	0
Q58FF8	HSP90AB2P	2	1	1	1	0	1	0	0	0	0	79.98	44348.4300	0.00180344603
Q58WW2	DCAF6	2	6	6	6	0	6	0	0	0	0	479.88	96290.5950	0.004983664292
Q5BJD5	TMEM41B	2	2	2	2	0	2	0	0	0	0	159.96	32512.9900	0.004919879716
Q5BJF2	TMEM97	2	0	0	0	0	0	0	0	0	0	0	20847.5550	0
Q5BJH7	YIF1B	2	3	3	3	0	3	0	0	0	0	202	34434.8550	0.005866149284
Q5BKU9	OXLD1	2	0	0	0	0	0	0	0	0	0	0	15854.7700	0
Q5BKX8	CAVIN4	1	5	5	5	0	5	0	0	0	0	399.9	41898.5750	0.009544477348
Q5BKY1	LRRC10	1	0	0	0	0	0	0	0	0	0	0	31641.4400	0
Q5EBL4	RILPL1	2	3	3	3	0	3	0	0	0	0	188.96	47107.1900	0.004011277259
Q5EBM0	CMPK2	2	0	0	0	0	0	0	0	0	0	0	39185.1700	0
Q5GLZ8	HERC4	2	0	0	0	0	0	0	0	0	0	0	118561.3400	0
Q5H9R7	PPP6R3	2	7	7	7	0	7	0	0	0	0	559.86	97667.5700	0.00573230193
Q5HYI7	MTX3	2	3	3	3	0	3	0	0	0	0	239.94	35092.8050	0.006837298985
Q5HYI8	RABL3	2	0	0	0	0	0	0	0	0	0	0	26422.4850	0
Q5HYJ1	TECRL	2	1	1	1	0	1	0	0	0	0	79.98	42008.6100	0.001903895416
Q5HYK3	COQ5	2	0	0	0	0	0	0	0	0	0	0	32615.6400	0
Q5JNZ5	RPS26P11	2	0	0	0	0	0	0	0	0	0	0	13002.2800	0
Q5JPE7	NOMO2	2	3	3	0	3	0	0	3	0	0	0	136629.8550	0
Q5JPH6	EARS2	2	2	2	2	0	2	0	0	0	0	142.11	54230.5250	0.002620479887
Q5JPI3	C3orf38	2	1	1	1	0	1	0	0	0	0	42.04	37540.3500	0.001119861695
Q5JQC9	AKAP4	1	23	21	21	0	23	0	0	0	0	1679.58	73332.7050	0.02290355988
Q5JR59	MTUS2	2	0	0	0	0	0	0	0	0	0	0	150192.4700	0
Q5JRA6	MIA3	2	17	17	15	2	15	0	2	0	0	1147.77	211288.3500	0.005432244608
Q5JRX3	PITRM1	2	7	7	7	0	6	0	0	0	1	424.314	114085.0400	0.003719278181
Q5JSH3	WDR44	2	24	24	24	0	24	0	0	0	0	1881.58	101233.7750	0.0185864846
Q5JSL3	DOCK11	2	10	10	10	0	10	0	0	0	0	799.8	237667.4000	0.003365207008
Q5JTB6	PLAC9	2	0	0	0	0	0	0	0	0	0	0	8144.1000	0
Q5JTH9	RRP12	2	10	10	10	0	9	0	0	1	0	701.8	143699.9800	0.004883786344
Q5JTJ3	COA6	2	3	3	3	0	1	0	0	0	2	38.008	14115.9000	0.002692566538
Q5JTV8	TOR1AIP1	2	20	20	19	1	18	0	1	1	0	1229.68	66247.3100	0.01856196123
Q5JTZ9	AARS2	2	0	0	0	0	0	0	0	0	0	0	104762.6750	0
Q5JVS0	HABP4	1	13	13	13	0	7	0	0	6	0	385.79	45784.8300	0.008426153379
Q5JXB2	UBE2NL	2	1	1	1	0	1	0	0	0	0	42.04	17376.6800	0.002419334418
Q5K651	SAMD9	2	0	0	0	0	0	0	0	0	0	0	184278.5200	0
Q5M775	SPECC1	2	22	22	22	0	19	3	0	0	0	2150.7	118583.1650	0.01813663854
Q5NDL2	EOGT	2	1	1	0	1	0	0	1	0	0	0	60092.4450	0
Q5QJ74	TBCEL	2	2	2	2	0	2	0	0	0	0	159.96	48194.3050	0.003319064358
Q5QNW6	H2BC18	2	95	95	82	13	90	0	1	4	0	6473.92	13788.8100	0.4695053453
Q5R3I4	TTC38	2	2	2	2	0	2	0	0	0	0	122.02	52655.2050	0.002317339758
Q5RI15	COX20	2	1	1	1	0	1	0	0	0	0	42.04	13159.8700	0.003194560433
Q5SQH8	C6orf136	2	0	0	0	0	0	0	0	0	0	0	35793.7100	0
Q5SRD1	TIMM23B	2	0	0	0	0	0	0	0	0	0	0	19669.3750	0
Q5SRE5	NUP188	2	5	5	5	0	5	0	0	0	0	361.96	195908.4950	0.001847597267
Q5SSJ5	HP1BP3	2	16	16	16	0	13	0	0	3	0	909.8	61075.0150	0.01489643515
Q5SV97	PERM1	2	0	0	0	0	0	0	0	0	0	0	81349.3050	0
Q5SW79	CEP170	2	48	48	48	0	48	0	0	0	0	3839.04	175290.1150	0.02190106384
Q5SZK8	FREM2	2	5	5	0	5	0	0	5	0	0	0	346376.4200	0
Q5T013	HYI	2	0	0	0	0	0	0	0	0	0	0	30405.1500	0
Q5T1J5	CHCHD2P9	2	2	2	2	0	0	0	0	0	2	-4.032	14460.1550	-0.0002788351854
Q5T440	IBA57	2	2	2	2	0	2	0	0	0	0	142.11	34027.5900	0.004176316924
Q5T447	HECTD3	2	2	2	2	0	2	0	0	0	0	122.02	96980.3750	0.001258192701
Q5T4S7	UBR4	2	20	20	20	0	20	0	0	0	0	1561.66	573832.1900	0.002721457644
Q5T6F2	UBAP2	2	5	5	5	0	5	0	0	0	0	333.95	117113.5400	0.002851506325
Q5T6V5	QNG1	2	1	1	1	0	1	0	0	0	0	42.04	39027.9900	0.001077175637
Q5T749	KPRP	2	1	1	1	0	1	0	0	0	0	79.98	64134.9900	0.001247057184
Q5T750	KPLCE	2	0	0	0	0	0	0	0	0	0	0	26238.0050	0
Q5T8P6	RBM26	2	8	8	8	0	5	0	0	3	0	307.9	113595.7100	0.002710489683
Q5T9A4	ATAD3B	2	3	3	3	0	3	0	0	0	0	126.12	72440.6500	0.001741011435
Q5T9L3	WLS	2	0	0	0	0	0	0	0	0	0	0	62252.4000	0
Q5TAQ9	DCAF8	2	6	6	6	0	6	0	0	0	0	413.93	66851.3100	0.006191800879
Q5TC12	ATPAF1	2	0	0	0	0	0	0	0	0	0	0	30842.4600	0
Q5TD97	FHL5	1	0	0	0	0	0	0	0	0	0	0	32719.4650	0
Q5TEC6	H3-7	2	113	113	106	7	110	0	0	3	0	7702.58	15298.6700	0.5034803679
Q5TEU4	NDUFAF5	2	0	0	0	0	0	0	0	0	0	0	34819.8500	0
Q5TFE4	NT5DC1	2	1	1	1	0	1	0	0	0	0	42.04	51844.2600	0.0008108901545
Q5TGY3	AHDC1	2	18	18	18	0	16	0	0	2	0	1139.75	168346.7900	0.006770250861
Q5THJ4	VPS13D	2	17	17	17	0	17	0	0	0	0	1321.72	491908.6150	0.002686921838
Q5TZA2	CROCC	2	9	9	9	0	9	0	0	0	0	719.82	228419.5400	0.003151306583
Q5U5X0	LYRM7	2	1	1	1	0	1	0	0	0	0	79.98	11954.7150	0.006690247321
Q5U651	RASIP1	2	8	8	8	0	8	0	0	0	0	573.89	103455.6800	0.005547206301
Q5VST9	OBSCN	1	53	53	53	0	14	0	0	0	39	1041.096	868451.9750	0.001198795132
Q5VT25	CDC42BPA	2	14	14	14	0	14	0	0	0	0	1119.72	197304.1050	0.005675097333
Q5VTE0	EEF1A1P5	2	13	13	13	0	13	0	0	0	0	860.84	50053.3400	0.01719845269
Q5VTR2	RNF20	2	8	8	8	0	8	0	0	0	0	526.02	113660.7000	0.004627984871
Q5VTT5	MYOM3	1	0	0	0	0	0	0	0	0	0	0	162186.9100	0
Q5VU43	PDE4DIP	1	3	3	3	0	3	0	0	0	0	239.94	265098.1150	0.0009050988537
Q5VUA4	ZNF318	2	33	33	33	0	29	0	0	4	0	2247.34	251108.6100	0.008949673211
Q5VUM1	SDHAF4	2	0	0	0	0	0	0	0	0	0	0	9901.0550	0
Q5VVQ6	YOD1	2	0	0	0	0	0	0	0	0	0	0	38321.8750	0
Q5VW32	BROX	2	3	3	3	0	2	1	0	0	0	260.43	46111.9950	0.005647771258
Q5VW36	FOCAD	2	1	1	1	0	1	0	0	0	0	42.04	200054.7400	0.000210142484
Q5VWZ2	LYPLAL1	2	1	1	1	0	1	0	0	0	0	42.04	26184.8250	0.001605510062
Q5VXT5	SYPL2	2	1	1	0	1	0	0	1	0	0	0	30155.8250	0
Q5VYK3	ECPAS	2	4	4	4	0	3	0	0	1	0	183.98	204156.6650	0.0009011706769
Q5VZ89	DENND4C	2	28	28	28	0	28	0	0	0	0	2239.44	212707.4700	0.01052826212
Q5VZE5	NAA35	2	1	1	1	0	1	0	0	0	0	79.98	83637.9000	0.0009562650425
Q5VZF2	MBNL2	2	0	0	0	0	0	0	0	0	0	0	40517.1000	0
Q5VZM2	RRAGB	2	5	5	5	0	1	0	0	4	0	-30.04	43249.8550	-0.0006945688026
Q5VZP5	STYXL2	1	5	5	5	0	5	0	0	0	0	399.9	130173.9850	0.00307204239
Q5XKP0	MICOS13	2	0	0	0	0	0	0	0	0	0	0	13087.0550	0
Q5XPI4	RNF123	2	3	3	3	0	3	0	0	0	0	150.07	148381.1300	0.001011381973
Q63HN8	RNF213	2	5	5	5	0	4	0	0	1	0	301.9	591398.2200	0.0005104851347
Q63HR2	TNS2	2	25	25	25	0	25	0	0	0	0	1933.55	152578.1300	0.01267252391
Q63ZY3	KANK2	2	14	14	14	0	14	0	0	0	0	1053.77	91173.0300	0.01155791356
Q641Q2	WASHC2A	2	4	4	4	0	4	0	0	0	0	319.92	147181.4500	0.002173643486
Q658P3	STEAP3	2	7	7	5	2	5	0	2	0	0	399.9	54599.7550	0.007324208689
Q66K74	MAP1S	2	10	10	10	0	10	0	0	0	0	799.8	112209.6900	0.00712772667
Q68CZ1	RPGRIP1L	2	0	0	0	0	0	0	0	0	0	0	151199.0800	0
Q68EM7	ARHGAP17	2	11	11	11	0	11	0	0	0	0	879.78	95435.0900	0.009218621788
Q68J44	DUSP29	2	0	0	0	0	0	0	0	0	0	0	25335.1550	0
Q69YN4	VIRMA	2	15	15	15	0	15	0	0	0	0	822.14	201890.6200	0.004072205039
Q69YQ0	SPECC1L	2	6	6	6	0	6	0	0	0	0	479.88	124541.8200	0.00385316354
Q69YU5	UQCC6	2	0	0	0	0	0	0	0	0	0	0	8022.4000	0
Q6DD88	ATL3	2	2	2	2	0	2	0	0	0	0	122.02	60541.1000	0.002015490303
Q6DKI2	LGALS9C	2	0	0	0	0	0	0	0	0	0	0	39606.8750	0
Q6DKJ4	NXN	2	1	1	1	0	1	0	0	0	0	42.04	48260.1950	0.000871111275
Q6DN90	IQSEC1	2	12	12	12	0	12	0	0	0	0	959.76	108312.7300	0.008861008304
Q6FI81	CIAPIN1	2	8	8	8	0	8	0	0	0	0	639.84	33581.8550	0.01905314641
Q6GMV3	PTRHD1	2	0	0	0	0	0	0	0	0	0	0	15805.1050	0
Q6H8Q1	ABLIM2	1	8	8	8	0	8	0	0	0	0	639.84	67811.3800	0.009435584411
Q6IAA8	LAMTOR1	2	13	13	13	0	5	3	0	5	0	996.98	17613.2550	0.05660396105
Q6IAN0	DHRS7B	2	0	0	0	0	0	0	0	0	0	0	35118.5800	0
Q6IBS0	TWF2	1	4	4	4	0	4	0	0	0	0	244.04	39416.1850	0.006191365298
Q6IPR1	ETFRF1	2	0	0	0	0	0	0	0	0	0	0	10863.7350	0
Q6IQ22	RAB12	2	6	6	6	0	4	2	0	0	0	826.94	36314.8150	0.02277142263
Q6IQ23	PLEKHA7	2	14	14	14	0	14	0	0	0	0	1119.72	127132.6300	0.008807494976
Q6IS14	EIF5AL1	2	1	1	1	0	1	0	0	0	0	87.12	16772.9750	0.005194069627
Q6JBY9	RCSD1	2	25	25	25	0	25	0	0	0	0	1999.5	44503.4050	0.04492914643
Q6KC79	NIPBL	2	36	36	36	0	36	0	0	0	0	2841.34	316046.5450	0.008990258065
Q6L8Q7	PDE12	2	1	1	1	0	1	0	0	0	0	79.98	62857.3100	0.001272405707
Q6NSJ0	MYORG	2	8	8	2	6	0	0	6	0	2	-4.032	81085.2450	-4.972544635e-05
Q6NUK1	SLC25A24	2	5	5	5	0	5	0	0	0	0	326.26	53353.7500	0.006115034089
Q6NUM9	RETSAT	2	0	0	0	0	0	0	0	0	0	0	64843.0050	0
Q6NUQ4	TMEM214	2	3	3	1	2	1	0	2	0	0	42.04	77017.9550	0.0005458467444
Q6NVY1	HIBCH	2	17	17	17	0	17	0	0	0	0	1254.8	39484.0250	0.03177994138
Q6NXS1	PPP1R2B	2	8	8	8	0	8	0	0	0	0	601.9	22974.8050	0.02619826371
Q6NXT2	H3-5	2	98	98	92	6	95	0	0	3	0	6863.54	15082.2950	0.4550726531
Q6NYC8	PPP1R18	2	12	12	12	0	12	0	0	0	0	921.82	67941.5200	0.01356784482
Q6NZI2	CAVIN1	2	27	27	27	0	20	0	0	7	0	1435.52	43475.5850	0.03301899215
Q6P050	FBXL22	1	0	0	0	0	0	0	0	0	0	0	26027.8800	0
Q6P0Q8	MAST2	2	17	17	17	0	17	0	0	0	0	1293.71	196432.5250	0.006586027441
Q6P161	MRPL54	2	0	0	0	0	0	0	0	0	0	0	14227.0850	0
Q6P179	ERAP2	2	7	7	2	5	0	0	5	0	2	-4.032	110459.8850	-3.650193914e-05
Q6P1A2	LPCAT3	2	1	1	1	0	1	0	0	0	0	42.04	55902.9550	0.0007520174917
Q6P1L8	MRPL14	2	0	0	0	0	0	0	0	0	0	0	12687.7800	0
Q6P1N0	CC2D1A	2	7	7	7	0	7	0	0	0	0	559.86	104060.7500	0.005380126513
Q6P1N9	TATDN1	2	3	3	3	0	2	0	0	0	1	198.124	33601.2700	0.005896324752
Q6P1X6	C8orf82	2	0	0	0	0	0	0	0	0	0	0	23889.0450	0
Q6P2E9	EDC4	2	26	26	26	0	26	0	0	0	0	2003.6	151527.1850	0.01322270984
Q6P2I3	FAHD2B	2	0	0	0	0	0	0	0	0	0	0	25338.1050	0
Q6P2Q9	PRPF8	2	5	5	5	0	5	0	0	0	0	272.09	273464.9350	0.0009949721707
Q6P3W7	SCYL2	2	2	2	2	0	2	0	0	0	0	159.96	103707.3400	0.001542417345
Q6P4A7	SFXN4	2	2	2	2	0	2	0	0	0	0	84.08	37866.5850	0.002220427324
Q6P4A8	PLBD1	2	11	11	2	9	0	0	9	0	2	-4.032	59367.2400	-6.791624472e-05
Q6P4I2	WDR73	2	0	0	0	0	0	0	0	0	0	0	41684.4150	0
Q6P587	FAHD1	2	3	3	3	0	3	0	0	0	0	222.09	21718.0100	0.01022607504
Q6P5Q4	LMOD2	1	4	4	4	0	4	0	0	0	0	319.92	61674.4900	0.005187233814
Q6P996	PDXDC1	2	11	11	11	0	11	0	0	0	0	879.78	86705.6750	0.01014674068
Q6PCB0	VWA1	2	5	5	4	1	4	0	1	0	0	319.92	44539.5600	0.00718282803
Q6PCB7	SLC27A1	2	0	0	0	0	0	0	0	0	0	0	71107.1650	0
Q6PCE3	PGM2L1	2	1	1	1	0	1	0	0	0	0	79.98	70440.8350	0.001135420953
Q6PGP7	SKIC3	2	1	1	1	0	1	0	0	0	0	42.04	175352.2500	0.000239745997
Q6PH85	DCUN1D2	2	1	1	1	0	1	0	0	0	0	79.98	30178.9900	0.002650188094
Q6PHR2	ULK3	2	5	5	5	0	5	0	0	0	0	399.9	53443.5250	0.007482665112
Q6PI48	DARS2	2	7	7	7	0	4	0	0	3	0	189.98	67885.1650	0.00279854958
Q6PI78	TMEM65	2	0	0	0	0	0	0	0	0	0	0	19167.0000	0
Q6PIU2	NCEH1	2	3	3	0	3	0	0	3	0	0	0	45807.1450	0
Q6PJW8	CNST	2	0	0	0	0	0	0	0	0	0	0	79595.6800	0
Q6PKG0	LARP1	2	49	49	49	0	45	0	0	4	0	3347.25	123377.4800	0.02713015374
Q6PML9	SLC30A9	2	0	0	0	0	0	0	0	0	0	0	56089.7600	0
Q6QEF8	CORO6	2	0	0	0	0	0	0	0	0	0	0	52761.2350	0
Q6QNY1	BLOC1S2	2	1	1	1	0	1	0	0	0	0	42.04	15829.6800	0.002655770679
Q6S8J3	POTEE	2	0	0	0	0	0	0	0	0	0	0	121361.9500	0
Q6STE5	SMARCD3	2	2	2	2	0	2	0	0	0	0	122.02	54883.8150	0.002223241952
Q6SZW1	SARM1	2	2	2	2	0	2	0	0	0	0	159.96	76376.3200	0.002094366421
Q6UB35	MTHFD1L	2	4	4	4	0	4	0	0	0	0	322.16	102221.1500	0.003151598275
Q6UN15	FIP1L1	2	10	10	10	0	10	0	0	0	0	799.8	66525.4750	0.01202246207
Q6UVK1	CSPG4	2	19	19	3	16	1	0	16	0	2	75.948	247635.0400	0.0003066932693
Q6UW63	POGLUT2	2	2	2	0	2	0	0	2	0	0	0	55968.2300	0
Q6UW68	TMEM205	2	0	0	0	0	0	0	0	0	0	0	21197.4500	0
Q6UW78	UQCC3	2	0	0	0	0	0	0	0	0	0	0	10080.5400	0
Q6UWP7	LCLAT1	2	1	1	1	0	1	0	0	0	0	42.04	48919.4550	0.000859371798
Q6UWP8	SBSN	2	0	0	0	0	0	0	0	0	0	0	58018.0000	0
Q6UWY5	OLFML1	2	4	4	1	3	0	0	3	0	1	-2.016	42993.6550	-4.689064003e-05
Q6UXN9	WDR82	2	0	0	0	0	0	0	0	0	0	0	35078.6000	0
Q6UXV4	APOOL	2	1	1	1	0	1	0	0	0	0	79.98	26387.2200	0.00303101274
Q6UY14	ADAMTSL4	2	2	2	0	2	0	0	2	0	0	0	113673.0650	0
Q6VY07	PACS1	2	14	14	14	0	14	0	0	0	0	1081.78	104765.6650	0.0103257112
Q6WCQ1	MPRIP	2	25	25	25	0	25	0	0	0	0	1999.5	116400.0850	0.01717782251
Q6XQN6	NAPRT	2	2	2	2	0	2	0	0	0	0	159.96	57577.2350	0.002778181342
Q6XZF7	DNMBP	2	3	3	3	0	3	0	0	0	0	202	177344.4300	0.00113902647
Q6Y1H2	HACD2	2	2	2	1	1	1	0	1	0	0	42.04	28236.7800	0.001488838317
Q6Y7W6	GIGYF2	2	18	18	18	0	17	0	0	1	0	1039.9	149936.2350	0.006935614997
Q6YHK3	CD109	2	12	12	1	11	0	1	10	1	0	-17.03	156585.7800	-0.0001087582793
Q6YN16	HSDL2	2	3	3	3	0	3	0	0	0	0	228.2	45394.1850	0.005027075605
Q6YP21	KYAT3	2	4	4	4	0	4	0	0	0	0	413.28	51399.6250	0.008040525587
Q6ZMU5	TRIM72	2	3	3	2	1	2	0	0	0	1	108.98	52729.7400	0.002066765359
Q6ZP82	CCDC141	2	1	1	1	0	1	0	0	0	0	79.98	175063.8250	0.0004568619473
Q6ZT12	UBR3	2	3	3	3	0	3	0	0	0	0	239.94	212430.2650	0.001129500074
Q6ZUT6	CCDC9B	2	2	2	2	0	2	0	0	0	0	159.96	57323.9850	0.00279045499
Q6ZUT9	DENND5B	2	8	8	8	0	8	0	0	0	0	601.9	144886.3500	0.004154290587
Q6ZVM7	TOM1L2	2	2	2	2	0	2	0	0	0	0	159.96	55555.5900	0.002879278215
Q6ZVX7	NCCRP1	2	3	3	3	0	3	0	0	0	0	239.94	30846.5000	0.007778516201
Q6ZXV5	TMTC3	2	4	4	1	3	1	0	3	0	0	79.98	104007.2900	0.0007689845587
Q702N8	XIRP1	2	5	5	5	0	5	0	0	0	0	399.9	198557.7000	0.002014024135
Q709C8	VPS13C	2	14	14	14	0	14	0	0	0	0	949.88	422383.8300	0.002248855028
Q709F0	ACAD11	2	3	3	3	0	3	0	0	0	0	222.09	87263.0650	0.002545063023
Q70IA6	MOB2	2	0	0	0	0	0	0	0	0	0	0	26926.2500	0
Q70UQ0	IKBIP	2	2	2	0	2	0	0	2	0	0	0	39308.3950	0
Q711Q0	CEFIP	1	4	4	4	0	4	0	0	0	0	319.92	156474.3000	0.002044553003
Q71U36	TUBA1A	2	6	6	4	2	6	0	0	0	0	212.02	50135.0400	0.004228978375
Q71UI9	H2AZ2	2	6	6	3	3	6	0	0	0	0	126.12	13377.2700	0.009427932605
Q71UM5	RPS27L	2	0	0	0	0	0	0	0	0	0	0	9477.0950	0
Q7KZF4	SND1	2	12	12	12	0	11	0	0	1	0	747.94	101864.3900	0.007342507033
Q7KZN9	COX15	2	0	0	0	0	0	0	0	0	0	0	46029.4450	0
Q7L014	DDX46	2	16	16	16	0	10	1	0	5	0	806.24	117229.4150	0.006877454775
Q7L0Y3	TRMT10C	2	1	1	1	0	1	0	0	0	0	79.98	42602.6350	0.001877348666
Q7L1Q6	BZW1	2	5	5	5	0	4	0	0	1	0	263.96	48042.5900	0.005494291627
Q7L2E3	DHX30	2	4	4	4	0	4	0	0	0	0	319.92	133936.0850	0.002388601996
Q7L2H7	EIF3M	2	5	5	5	0	5	0	0	0	0	324.02	42371.0500	0.007647202512
Q7L2J0	MEPCE	2	18	18	18	0	17	0	0	1	0	1237.75	74354.1900	0.01664667452
Q7L4I2	RSRC2	2	11	11	11	0	9	0	0	2	0	645.84	50427.6900	0.01280724935
Q7L523	RRAGA	2	5	5	5	0	1	0	0	4	0	7.9	36565.6100	0.0002160499989
Q7L576	CYFIP1	2	2	2	2	0	2	0	0	0	0	159.96	145180.3000	0.00110180238
Q7L592	NDUFAF7	2	0	0	0	0	0	0	0	0	0	0	44243.2800	0
Q7L5N1	COPS6	2	0	0	0	0	0	0	0	0	0	0	36163.0400	0
Q7L5N7	LPCAT2	2	0	0	0	0	0	0	0	0	0	0	60207.0450	0
Q7L5Y9	MAEA	2	1	1	1	0	1	0	0	0	0	79.98	45286.6750	0.001766082407
Q7L775	EPM2AIP1	2	1	1	1	0	1	0	0	0	0	79.98	70368.5200	0.001136587781
Q7L7L0	H2AC25	2	38	38	37	1	35	0	0	3	0	2743.48	13990.0700	0.1961019495
Q7L7X3	TAOK1	2	5	5	5	0	5	0	0	0	0	399.9	116068.3300	0.003445384284
Q7L9B9	EEPD1	2	10	10	10	0	9	1	0	0	0	930.18	62270.4950	0.01493773255
Q7LBR1	CHMP1B	2	0	0	0	0	0	0	0	0	0	0	22109.0700	0
Q7RTP6	MICAL3	2	24	24	24	0	24	0	0	0	0	1919.52	224291.3350	0.008558154955
Q7RTV0	PHF5A	2	3	3	3	0	3	0	0	0	0	164.06	12274.2000	0.0133662479
Q7Z2K6	ERMP1	2	4	4	2	2	1	0	2	0	1	40.024	100229.7650	0.0003993224967
Q7Z2W4	ZC3HAV1	2	23	23	23	0	22	1	0	0	0	1925.98	101298.7700	0.01901286659
Q7Z2Z2	EFL1	2	1	1	1	0	1	0	0	0	0	42.04	125427.9950	0.0003351723832
Q7Z304	MAMDC2	2	3	3	0	3	0	0	3	0	0	0	75721.3550	0
Q7Z3D6	DGLUCY	2	0	0	0	0	0	0	0	0	0	0	63152.7650	0
Q7Z3E5	ARMC9	2	1	1	1	0	1	0	0	0	0	79.98	91817.1850	0.0008710787637
Q7Z3J2	VPS35L	2	1	1	1	0	1	0	0	0	0	79.98	109561.0100	0.0007300042232
Q7Z3K3	POGZ	2	26	26	26	0	17	0	0	9	0	1197.48	155341.5850	0.007708689209
Q7Z406	MYH14	2	7	7	7	0	7	0	0	0	0	521.92	227735.5750	0.00229178072
