# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T07:18:36Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
# v = the entry's published mass share (mass_share, D105), summed over its rows (D47) plus its split of shared rows (D48); as a fraction of the listing (not renormalised).
# sd / n: share_columns -> sd over the replicates of v (the replicate sums, D53a), n = replicates; replicate_columns (log10 runs) -> sd of 10^run in linear space, n = runs present.
# w_<pool> = v / sum over the pool's entries (D31 within pool: the listing renormalised after the contaminant rule removed its rows); _low/_high = (v -/+ sd) over the same denominator, _high plus the whole of every shared row (B5, D48).
# v_<pool>_rep<k> = the entry's share in replicate k (the per-donor sensitivity's input); cv_percent_published = the dataset's own CV column, carried for the first row of the entry.
# match_rule: single | summed:n | shared_split | none (no dataset row, or every row zero-weighted; w = 0).
accession	gene	tier	mw_master	match_rule_erythrocytes	n_rows_erythrocytes	rows_erythrocytes	v_erythrocytes	sd_erythrocytes	n_erythrocytes	published_share_erythrocytes	shared_row_value_erythrocytes	w_erythrocytes	w_erythrocytes_low	w_erythrocytes_high	v_erythrocytes_rep1	v_erythrocytes_rep2	v_erythrocytes_rep3	v_erythrocytes_rep4	match_rule_plasma	n_rows_plasma	rows_plasma	v_plasma	sd_plasma	n_plasma	published_share_plasma	shared_row_value_plasma	w_plasma	w_plasma_low	w_plasma_high	cv_percent_published_plasma
Q14773	ICAM4	erythrocytes	26085.0200	single	1	1095	8.253198067e-06	5.047069745e-06	4	8.253198067e-06	0	8.324484706e-06	3.233821116e-06	1.34151483e-05	1.468256977e-05	6.832136986e-06	8.952237755e-06	2.545847762e-06												
Q14814	MEF2D	erythrocytes	55936.8500	single	1	2646	0	0	4	0	0	0	0	0	0	0	0	0												
Q14847	LASP1	erythrocytes	29716.8400	single	1	1253	6.980870355e-05	1.97970699e-05	4	6.980870355e-05	0	7.041167318e-05	5.044360695e-05	9.037973941e-05	8.102355837e-05	9.142703619e-05	4.87210524e-05	5.806316722e-05												
Q14964	RAB39A	erythrocytes	25006.3700	single	1	1844	0	0	4	0	0	0	0	0	0	0	0	0												
Q14974	KPNB1	erythrocytes	97168.7150	single	1	1197	0.0009501892723	0.0001711820003	4	0.0009501892723	0	0.0009583964907	0.0007857359134	0.001131057068	0.0008574516651	0.0007786537643	0.001168827268	0.0009958243915												
Q14980	NUMA1	erythrocytes	238254.8600	single	1	1511	4.209536479e-09	8.419072958e-09	4	4.209536479e-09	0	4.245896167e-09	0	1.27376885e-08	0	0	0	1.683814592e-08												
Q14C86	GAPVD1	erythrocytes	164977.2050	summed:2	2	889;890	0.0001574210854	9.980896854e-06	4	0.0001574210854	0	0.0001587808031	0.0001487136967	0.0001688479095	0.0001499409845	0.0001604389232	0.000170231436	0.0001490729977												
Q14CX7	NAA25	erythrocytes	112290.6250	single	1	1422	8.677311898e-07	8.683099152e-07	4	8.677311898e-07	0	8.752261801e-07	0	1.751036084e-06	7.926018265e-08	1.554648306e-06	1.681131265e-06	1.558850053e-07												
Q15003	NCAPH	erythrocytes	82561.9600	single	1	1443	7.338233657e-06	2.169599435e-06	4	7.338233657e-06	0	7.40161733e-06	5.213278075e-06	9.589956586e-06	9.095459134e-06	4.288857694e-06	7.313442468e-06	8.655175332e-06												
Q15005	SPCS2	erythrocytes	24871.2700	single	1	2197	0	0	4	0	0	0	0	0	0	0	0	0												
Q15008	PSMD6	erythrocytes	45399.4950	single	1	1792	0.0001923887865	2.337592293e-05	4	0.0001923887865	0	0.0001940505363	0.0001704727049	0.0002176283677	0.000209799412	0.0001702737521	0.0002151864179	0.0001742955642												
Q15018	ABRAXAS2	erythrocytes	46900.0600	single	1	809	4.006676119e-06	2.521053822e-06	4	4.006676119e-06	0	4.04128361e-06	1.498454295e-06	6.584112924e-06	3.045670311e-06	7.773401539e-06	2.7021863e-06	2.505446327e-06												
Q15019	SEPTIN2	erythrocytes	41486.9500	single	1	2086	1.23660594e-06	1.131992529e-06	4	1.23660594e-06	0	1.24728707e-06	1.055170049e-07	2.389057135e-06	2.743528532e-06	1.039496988e-06	1.16339824e-06	0												
Q15021	NCAPD2	erythrocytes	157179.6200	single	1	1441	2.192412127e-06	1.390790935e-06	4	2.192412127e-06	0	2.211348992e-06	8.085451608e-07	3.614152822e-06	2.210272206e-06	4.147197442e-06	1.339747086e-06	1.072431775e-06												
Q15040	JOSD1	erythrocytes	23197.5250	single	1	1154	3.534005292e-07	7.068010584e-07	4	3.534005292e-07	0	3.564530109e-07	0	1.069359033e-06	0	0	0	1.413602117e-06												
Q15041	ARL6IP1	erythrocytes	23362.4200	single	1	201	8.213612899e-07	1.077542615e-06	4	8.213612899e-07	0	8.284557622e-07	0	1.915305604e-06	0	0	1.016321436e-06	2.269123724e-06												
Q15042	RAB3GAP1	erythrocytes	110522.0200	single	1	1845	3.128095523e-05	4.290522573e-05	4	3.128095523e-05	0	3.155114311e-05	0	7.482696086e-05	9.316052011e-05	2.713634523e-05	2.163961232e-07	4.610559439e-06												
Q15046	KARS1	erythrocytes	67916.0250	single	1	1157	2.94970147e-07	1.735288423e-07	4	2.94970147e-07	0	2.975179388e-07	1.224902486e-07	4.725456289e-07	2.548626479e-07	5.246788077e-07	1.053334e-07	2.950057324e-07												
Q15057	ACAP2	erythrocytes	88027.3850	single	1	29	2.074107044e-06	8.313605398e-07	4	2.074107044e-06	0	2.092022053e-06	1.253480673e-06	2.930563433e-06	2.91869886e-06	1.762379259e-06	2.556340326e-06	1.05900973e-06												
Q15075	EEA1	erythrocytes	162462.9800	single	1	691	4.059106467e-08	3.402320201e-08	4	4.059106467e-08	0	4.094166822e-08	6.624592289e-09	7.525874416e-08	8.2479071e-08	0	4.584404244e-08	3.404114525e-08												
Q15084	PDIA6	erythrocytes	46170.2400	single	1	1576	1.125217176e-05	4.075034123e-06	4	1.125217176e-05	0	1.134936191e-05	7.239129854e-06	1.545959396e-05	6.566216528e-06	9.335125422e-06	1.564560919e-05	1.346173591e-05												
Q15102	PAFAH1B3	erythrocytes	25602.6150	single	1	1543	0.0001776523766	3.147491616e-05	4	0.0001776523766	0	0.0001791868413	0.0001474400619	0.0002109336207	0.0002244554051	0.0001571969696	0.0001673039255	0.0001616532063												
Q15125	EBP	erythrocytes	26221.1700	single	1	686	5.667809943e-05	2.406984687e-05	4	5.667809943e-05	0	5.716765405e-05	3.288990493e-05	8.144540316e-05	3.964747255e-05	3.479490616e-05	8.643096709e-05	6.583905192e-05												
Q15155	NOMO1	erythrocytes	131531.0100	single	1	1479	3.514318215e-07	5.230105459e-07	4	3.514318215e-07	0	3.544672985e-07	0	8.819953252e-07	2.987579681e-07	1.106969318e-06	0	0												
Q15166	PON3	plasma	39606.9950																single	1	298	42124038.4	19699665.13	15	1.04175588e-05	0	1.045483057e-05	5.565540063e-06	1.534412109e-05	44.4
Q15173	PPP2R5B	erythrocytes	57392.2900	single	1	1697	3.424409186e-06	1.922940675e-06	4	3.424409186e-06	0	3.453987371e-06	1.51443738e-06	5.393537362e-06	4.018323538e-06	1.734697817e-06	2.063792801e-06	5.880822588e-06												
Q15181	PPA1	erythrocytes	32528.4650	single	1	1668	6.59729188e-05	2.717986438e-05	4	6.59729188e-05	0	6.654275701e-05	3.912812774e-05	9.395738628e-05	3.024153651e-05	8.438578133e-05	5.962377549e-05	8.964058187e-05												
Q15185	PTGES3	erythrocytes	18697.1350	single	1	1806	1.887591027e-05	4.556495543e-06	4	1.887591027e-05	0	1.903895012e-05	1.444309804e-05	2.363480219e-05	2.044653638e-05	1.543483765e-05	1.500344058e-05	2.461882645e-05												
Q15223	NECTIN1	erythrocytes	54059.8800	single	1	1822	2.46718465e-06	2.156762516e-06	4	2.46718465e-06	0	2.48849485e-06	3.131033919e-07	4.663886308e-06	9.276393686e-07	5.63129649e-06	2.010894335e-06	1.298908405e-06												
Q15257	PTPA	erythrocytes	40535.7900	single	1	1696	0.0002932138078	8.451405701e-05	4	0.0002932138078	0	0.0002957464293	0.0002105023858	0.0003809904728	0.0001899853747	0.0003722844475	0.0002593155226	0.0003512698866												
Q15276	RABEP1	erythrocytes	99157.4900	single	1	1859	1.175640719e-05	3.926642404e-06	4	1.175640719e-05	0	1.185795265e-05	7.89739404e-06	1.581851125e-05	9.337484967e-06	1.684903726e-05	1.275355617e-05	8.085550364e-06												
Q15286	RAB35	erythrocytes	23024.9800	single	1	1843	2.373361427e-05	6.523621256e-06	4	2.373361427e-05	0	2.393861233e-05	1.735864358e-05	3.051858108e-05	3.208320407e-05	2.557470057e-05	1.97877793e-05	1.748877314e-05												
Q15293	RCN1	erythrocytes	35866.6850	single	1	1900	1.137193522e-08	2.274387044e-08	4	1.137193522e-08	0	1.147015981e-08	0	3.441047944e-08	0	0	4.548774088e-08	0												
Q15334	LLGL1	erythrocytes	115416.1550	single	1	1276	1.728194653e-07	3.456389306e-07	4	1.728194653e-07	0	1.743121859e-07	0	5.229365577e-07	0	6.912778612e-07	0	0												
Q15363	TMED2	erythrocytes	20780.5400	single	1	2335	3.664417911e-06	1.525684378e-06	4	3.664417911e-06	0	3.696069161e-06	2.157206751e-06	5.234931571e-06	5.802365746e-06	2.200833954e-06	3.473619367e-06	3.180852579e-06												
Q15365	PCBP1	erythrocytes	37497.2950	single	1	1556	8.5544191e-05	1.843607898e-05	4	8.5544191e-05	0	8.628307523e-05	6.768775542e-05	0.000104878395	6.937759209e-05	7.043101146e-05	0.0001056944925	9.667366798e-05												
Q15366	PCBP2	erythrocytes	38579.5400	single	1	1557	1.359678502e-05	7.37468663e-06	4	1.359678502e-05	0	1.371422666e-05	6.275841493e-06	2.115261182e-05	8.265044828e-06	1.303818129e-05	2.419278835e-05	8.891125608e-06												
Q15369	ELOC	erythrocytes	12473.0450	single	1	2295	9.226629826e-06	5.687456181e-06	4	9.226629826e-06	0	9.306324439e-06	3.569743103e-06	1.504290577e-05	1.734728789e-05	4.059917894e-06	7.888536215e-06	7.610777306e-06												
Q15370	ELOB	erythrocytes	13132.6150	single	1	2296	9.998410141e-06	3.361221444e-06	4	9.998410141e-06	0	1.008477097e-05	6.694517125e-06	1.347502482e-05	8.308871039e-06	6.098413194e-06	1.311524463e-05	1.24711117e-05												
Q15386	UBE3C	erythrocytes	123920.7200	single	1	2464	3.152914685e-07	6.024329082e-07	4	3.152914685e-07	0	3.180147848e-07	0	9.256511811e-07	1.218435549e-06	0	0	4.273032527e-08												
Q15404	RSU1	erythrocytes	31408.6250	single	1	2025	1.595739297e-05	6.649143961e-06	4	1.595739297e-05	0	1.609522425e-05	9.3886486e-06	2.28017999e-05	1.196840086e-05	1.31370866e-05	2.590359734e-05	1.282048706e-05												
Q15435	PPP1R7	erythrocytes	41432.3800	single	1	1689	5.27500826e-05	9.086003317e-06	4	5.27500826e-05	0	5.320570914e-05	4.404122586e-05	6.237019241e-05	4.139110858e-05	5.094299231e-05	6.312137808e-05	5.554485142e-05												
Q15436	SEC23A	erythrocytes	86028.2550	single	1	2067	9.451986751e-08	1.89039735e-07	4	9.451986751e-08	0	9.533627875e-08	0	2.860088362e-07	3.7807947e-07	0	0	0												
Q15437	SEC23B	erythrocytes	86346.6450	single	1	2068	0	0	4	0	0	0	0	0	0	0	0	0												
Q15477	SKIC2	erythrocytes	137753.1150	single	1	2119	5.758435597e-06	5.699153311e-06	4	5.758435597e-06	0	5.808173833e-06	5.979433399e-08	1.155655333e-05	1.415472929e-05	3.46420484e-06	3.944783768e-06	1.470024487e-06												
Q15485	FCN2	plasma	31412.7150																single	1	118	54455029.79	11220777.57	7	1.346709614e-05	0	1.35152785e-05	1.073037627e-05	1.630018072e-05	20.6
Q15582	TGFBI	plasma	72417.0450																single	1	308	183420131.3	35569740.06	15	4.536103554e-05	0	4.552332752e-05	3.669521844e-05	5.43514366e-05	18.2
Q15631	TSN	erythrocytes	26182.5850	single	1	2414	0.0001954499987	4.587568298e-05	4	0.0001954499987	0	0.0001971381895	0.0001508662573	0.0002434101217	0.0001321363797	0.0001929852712	0.000220103572	0.0002365747717												
Q15691	MAPRE1	erythrocytes	29867.4900	single	1	1326	2.924836474e-05	6.806667697e-06	4	2.924836474e-05	0	2.950099621e-05	2.263553622e-05	3.63664562e-05	2.256920067e-05	2.431825564e-05	3.621217248e-05	3.389383014e-05												
Q15738	NSDHL	erythrocytes	41899.7500	single	1	1494	0	0	4	0	0	0	0	0	0	0	0	0												
Q15750	TAB1	erythrocytes	54643.2350	single	1	2273	1.799176566e-07	3.598353131e-07	4	1.799176566e-07	0	1.814716875e-07	0	5.444150624e-07	0	7.196706262e-07	0	0												
Q15796	SMAD2	erythrocytes	52174.2550	single	1	2168	1.394122766e-07	1.336518379e-07	4	1.394122766e-07	0	1.406164441e-07	5.810194261e-09	2.754226939e-07	2.928507326e-07	0	2.048937792e-07	5.990459466e-08												
Q15811	ITSN1	erythrocytes	195418.5900	single	1	1151	8.840544775e-06	4.299346675e-06	4	8.840544775e-06	0	8.916904595e-06	4.580422501e-06	1.325338669e-05	1.495497266e-05	5.478659435e-06	6.244355715e-06	8.684191289e-06												
Q15819	UBE2V2	erythrocytes	16231.4150	single	1	2463	4.024847667e-05	1.533259126e-05	4	4.024847667e-05	0	4.059612113e-05	2.513109529e-05	5.606114698e-05	3.433578974e-05	2.535515027e-05	3.988001801e-05	6.142294867e-05												
Q15831	STK11	erythrocytes	48250.7750	single	1	2232	0.0001126434445	0.0001878324586	4	0.0001126434445	0	0.0001136163973	0	0.0003030712506	0.0003916505557	5.658308736e-05	0	2.340134786e-06												
Q15833	STXBP2	erythrocytes	66451.4700	single	1	2255	2.463460053e-05	1.254263558e-05	4	2.463460053e-05	0	2.484738082e-05	1.219640877e-05	3.749835288e-05	4.21134166e-05	1.314839081e-05	1.876119535e-05	2.451539938e-05												
Q15836	VAMP3	erythrocytes	11177.7100	single	1	2516	4.800347743e-06	1.929176931e-06	4	4.800347743e-06	0	4.841810537e-06	2.895970425e-06	6.78765065e-06	3.806271793e-06	6.382792473e-06	6.442624514e-06	2.569702191e-06												
Q15843	NEDD8	erythrocytes	8559.8650	single	1	1458	2.202726002e-05	1.441800908e-06	4	2.202726002e-05	0	2.221751952e-05	2.076326512e-05	2.367177392e-05	1.991415221e-05	2.270188388e-05	2.312160835e-05	2.237139563e-05												
Q15848	ADIPOQ	plasma	24544.0850																single	1	7	212230110.4	28841899.77	15	5.248593768e-05	0	5.267372102e-05	4.551540508e-05	5.983203696e-05	14.1
Q15904	ATP6AP1	erythrocytes	47739.7000	single	1	257	1.775900428e-06	1.924818327e-06	4	1.775900428e-06	0	1.79123969e-06	0	3.732683552e-06	0	4.10578926e-06	4.082364989e-07	2.589575951e-06												
Q15907	RAB11B	erythrocytes	24001.5650	single	1	1831	5.257404645e-05	8.073997892e-06	4	5.257404645e-05	0	5.302815248e-05	4.488441579e-05	6.117188918e-05	4.754182385e-05	6.455716717e-05	5.021492773e-05	4.798226704e-05												
Q16181	SEPTIN7	erythrocytes	50548.1750	single	1	2089	1.092123736e-06	1.804037454e-06	4	1.092123736e-06	0	1.101556907e-06	0	2.921176656e-06	3.767159304e-06	5.855352658e-07	1.580037331e-08	0												
Q16186	ADRM1	erythrocytes	42021.4050	single	1	73	1.461153333e-05	3.498179578e-06	4	1.461153333e-05	0	1.473773981e-05	1.120934486e-05	1.826613476e-05	1.424617202e-05	1.469899408e-05	1.902435939e-05	1.047660782e-05												
Q16204	CCDC6	erythrocytes	53158.8700	single	1	394	2.229138224e-06	3.7834998e-06	4	2.229138224e-06	0	2.248392309e-06	0	6.064571923e-06	7.86330379e-06	9.936613082e-07	3.863843689e-08	2.094936275e-08												
Q16401	PSMD5	erythrocytes	56063.6400	single	1	1791	0.0002998449964	3.929359208e-05	4	0.0002998449964	0	0.0003024348945	0.0002628019057	0.0003420678833	0.000251993871	0.0003248704446	0.0003382342145	0.0002842814555												
Q16531	DDB1	erythrocytes	126835.0800	summed:2	2	599;600	0.0002408670058	6.56423493e-05	4	0.0002408670058	0	0.0002429474841	0.0001767381518	0.0003091568163	0.0003013850891	0.0002875759973	0.0001614294197	0.000213077517												
Q16539	MAPK14	erythrocytes	41161.4100	single	1	1322	0	0	4	0	0	0	0	0	0	0	0	0												
Q16543	CDC37	erythrocytes	44467.7750	single	1	426	3.511627364e-05	9.32778613e-06	4	3.511627364e-05	0	3.541958892e-05	2.601123445e-05	4.48279434e-05	3.149563631e-05	2.920575031e-05	4.903494006e-05	3.072876788e-05												
Q16555	DPYSL2	erythrocytes	62292.7750	single	1	675	1.19781846e-06	7.783228453e-07	4	1.19781846e-06	0	1.208164565e-06	4.231189896e-07	1.99321014e-06	2.590745626e-07	9.741532515e-07	2.103442232e-06	1.454603793e-06												
Q16563	SYPL1	erythrocytes	28564.9100	single	1	2272	1.758416001e-05	1.884333718e-05	4	1.758416001e-05	0	1.773604243e-05	0	3.674213811e-05	4.475291555e-05	6.277486733e-06	3.59386552e-06	1.571237225e-05												
Q16570	ACKR1	erythrocytes	35552.0950	single	1	32	1.392498141e-05	8.550715877e-06	4	1.392498141e-05	0	1.404525783e-05	5.42068552e-06	2.266983015e-05	3.414578067e-06	2.421633866e-05	1.282214666e-05	1.524686226e-05												
Q16610	ECM1	plasma	58811.0100																single	1	107	357590522.6	31005138.84	15	8.843454801e-05	0	8.87509477e-05	8.10557341e-05	9.644616131e-05	8.7
Q16658	FSCN1	erythrocytes	54398.0450	single	1	865	0.0001315405382	1.141662987e-05	4	0.0001315405382	0	0.0001326767139	0.0001211614734	0.0001441919544	0.0001279142596	0.0001261777979	0.0001236111152	0.0001484589803												
Q16698	DECR1	erythrocytes	32149.5700	single	1	611	0	0	4	0	0	0	0	0	0	0	0	0												
Q16720	ATP2B3	erythrocytes	134195.4150	single	1	248	5.551751591e-09	1.110350318e-08	4	5.551751591e-09	0	5.599704604e-09	0	1.679911381e-08	0	0	0	2.220700637e-08												
Q16774	GUK1	erythrocytes	21594.0750	summed:2	2	982;983	4.445361385e-05	2.318209323e-05	4	4.445361385e-05	0	4.483758e-05	2.145525246e-05	6.821990755e-05	3.275206205e-05	6.549145396e-05	6.202426652e-05	1.754667287e-05												
Q16775	HAGH	erythrocytes	32409.7900	summed:3	3	993;994;995	0.0007798791955	2.292007351e-05	4	0.0007798791955	0	0.0007866153681	0.0007634973235	0.0008097334128	0.0007910736872	0.000795550984	0.0007459013578	0.0007869907532												
Q16799	RTN1	erythrocytes	83616.2550	single	1	2027	1.165039365e-05	7.944614675e-06	4	1.165039365e-05	0	1.175102342e-05	3.737787482e-06	1.976425936e-05	8.625450005e-07	1.738458707e-05	1.048111936e-05	1.787332318e-05												
Q16851	UGP2	erythrocytes	56939.5350	single	1	2482	0.0001821079888	3.42488759e-05	4	0.0001821079888	0	0.0001836809386	0.0001491362395	0.0002182256377	0.0001512887479	0.0001658770149	0.0001811501937	0.0002301159986												
Q16853	AOC3	plasma	84620.5700																single	1	246	4147095.152	1196316.565	3	1.025604601e-06	0	1.029273993e-06	7.323583245e-07	1.326189661e-06	26
Q16864	ATP6V1F	erythrocytes	13370.0100	single	1	266	1.152693441e-05	1.342973475e-06	4	1.152693441e-05	0	1.16264978e-05	1.027192445e-05	1.298107115e-05	1.294744167e-05	1.23376618e-05	1.006031178e-05	1.076232237e-05												
Q16878	CDO1	erythrocytes	22971.5650	single	1	437	5.413822518e-05	2.06701657e-05	4	5.413822518e-05	0	5.460584174e-05	3.375713839e-05	7.54545451e-05	4.692935556e-05	8.083212109e-05	5.719028599e-05	3.160113808e-05												
Q27J81	INF2	erythrocytes	135490.8550	single	1	1118	3.089579791e-06	2.179351956e-06	4	3.089579791e-06	0	3.116265902e-06	9.180898883e-07	5.314441915e-06	2.438386375e-06	2.506839026e-06	6.228826446e-06	1.184267318e-06												
Q2KHT3	CLEC16A	erythrocytes	117713.1500	single	1	464	0	0	4	0	0	0	0	0	0	0	0	0												
Q2LD37	BLTP1	erythrocytes	555473.5800	single	1	1179	6.099858683e-07	5.607645729e-07	4	6.099858683e-07	0	6.152545946e-07	4.964644221e-08	1.180862747e-06	3.016522908e-07	1.234316808e-06	9.039743744e-07	0												
Q2M218	ZNF630	erythrocytes	76093.0600	single	1	2631	0	0	4	0	0	0	0	0	0	0	0	0												
Q2M2I8	AAK1	erythrocytes	103883.1300	single	1	6	0	0	4	0	0	0	0	0	0	0	0	0												
Q2M3G0	ABCB5	erythrocytes	138638.7600	single	1	12	0	0	4	0	0	0	0	0	0	0	0	0												
Q2TAA2	IAH1	erythrocytes	27598.2450	single	1	1093	2.102465179e-05	6.658440907e-06	4	2.102465179e-05	0	2.120625131e-05	1.449029841e-05	2.792220421e-05	1.370630782e-05	2.530123561e-05	2.786206391e-05	1.722899983e-05												
Q2TAZ0	ATG2A	erythrocytes	212856.5450	single	1	225	6.991083863e-06	3.547025781e-06	4	6.991083863e-06	0	7.051469045e-06	3.473805984e-06	1.062913211e-05	5.27801289e-06	5.25853513e-06	5.117250084e-06	1.231053735e-05												
Q2TBE0	CWF19L2	erythrocytes	103785.6250	single	1	564	0	0	4	0	0	0	0	0	0	0	0	0												
Q32M84	BTBD16	erythrocytes	58480.2450	single	1	312	0	0	4	0	0	0	0	0	0	0	0	0												
Q32MH5	ATOSA	erythrocytes	121667.9250	single	1	815	4.193116831e-09	8.386233663e-09	4	4.193116831e-09	0	4.229334695e-09	0	1.268800409e-08	0	0	1.677246733e-08	0												
Q3B8N5	PROX2	erythrocytes	65584.7050	single	1	1733	0	0	4	0	0	0	0	0	0	0	0	0												
Q3LXA3	TKFC	erythrocytes	58946.2500	single	1	579	0.0001773646972	6.719823849e-05	4	0.0001773646972	0	0.000178896677	0.0001111180167	0.0002466753374	0.0002328306905	0.0002163524744	0.0001775167587	8.275886516e-05												
Q3SY69	ALDH1L2	erythrocytes	101744.5300	single	1	104	0	0	4	0	0	0	0	0	0	0	0	0												
Q3YEC7	RABL6	erythrocytes	79547.6600	single	1	1866	2.37014152e-06	2.356888689e-06	4	2.37014152e-06	0	2.390613514e-06	1.336730153e-08	4.767859726e-06	5.633051015e-06	2.298122588e-06	1.453708933e-06	9.568354251e-08												
Q3ZAQ7	VMA21	erythrocytes	11353.9400	single	1	2535	9.925404548e-07	1.98508091e-06	4	9.925404548e-07	0	1.00111348e-06	0	3.003340439e-06	3.970161819e-06	0	0	0												
Q3ZCM7	TUBB8	erythrocytes	49775.3950	single	1	2435	0	0	4	0	0	0	0	0	0	0	0	0												
Q4AC94	C2CD3	erythrocytes	260384.5700	single	1	333	2.691830256e-05	1.284317841e-05	4	2.691830256e-05	0	2.715080823e-05	1.419669743e-05	4.010491903e-05	9.335202417e-06	2.622851255e-05	3.303388546e-05	3.907560982e-05												
Q4G0F5	VPS26B	erythrocytes	39154.1650	single	1	2540	1.402762289e-06	1.515259348e-06	4	1.402762289e-06	0	1.414878587e-06	0	2.943225921e-06	3.32900243e-06	4.086044174e-07	1.873442307e-06	0												
Q4G0P3	HYDIN	erythrocytes	575884.4200	single	1	1091	0	0	4	0	0	0	0	0	0	0	0	0												
Q4KMP7	TBC1D10B	erythrocytes	87197.3850	single	1	2286	1.378123474e-06	7.729340071e-07	4	1.378123474e-06	0	1.390026956e-06	6.104167648e-07	2.169637147e-06	1.970325038e-06	5.542692684e-07	8.873152181e-07	2.100584372e-06												
Q4KMQ2	ANO6	erythrocytes	106163.5250	single	1	142	8.751213264e-07	1.268442788e-06	4	8.751213264e-07	0	8.826801487e-07	0	2.162079056e-06	2.771685573e-06	3.862527545e-07	1.645898688e-07	1.779571089e-07												
Q504Q3	PAN2	erythrocytes	135365.6750	single	1	1547	0	0	4	0	0	0	0	0	0	0	0	0												
Q53FA7	TP53I3	erythrocytes	35535.6650	single	1	2380	1.479403894e-05	7.554837459e-06	4	1.479403894e-05	0	1.49218218e-05	7.301729764e-06	2.254191384e-05	1.15213167e-05	2.610091423e-05	1.122236091e-05	1.03315639e-05												
Q53FT3	HIKESHI	erythrocytes	21627.4500	single	1	319	0	0	4	0	0	0	0	0	0	0	0	0												
Q53GL7	PARP10	erythrocytes	109996.5300	single	1	1552	3.525193681e-05	1.836247021e-05	4	3.525193681e-05	0	3.555642388e-05	1.703534863e-05	5.407749913e-05	2.529019878e-05	6.073703048e-05	3.592611782e-05	1.905440018e-05												
Q53GQ0	HSD17B12	erythrocytes	34323.7650	single	1	1063	1.271292911e-05	4.773986915e-06	4	1.271292911e-05	0	1.282273648e-05	8.007514465e-06	1.76379585e-05	1.959514547e-05	8.93083752e-06	1.018861121e-05	1.213712225e-05												
Q53H82	LACTB2	erythrocytes	32805.2150	single	1	1239	1.163642926e-06	8.90445814e-07	4	1.163642926e-06	0	1.173693841e-06	2.755568397e-07	2.071830841e-06	4.875946016e-07	5.981544727e-07	1.139757945e-06	2.429064683e-06												
Q53H96	PYCR3	erythrocytes	28531.6900	single	1	1825	0.0006938667812	0.0005333211227	4	0.0006938667812	0	0.0006998600252	0.0001619323646	0.001237787686	5.549619208e-05	0.001360269738	0.000705261651	0.0006544395438												
Q53R41	FASTKD1	erythrocytes	97409.0900	single	1	823	0	0	4	0	0	0	0	0	0	0	0	0												
Q53T94	TAF1B	erythrocytes	68830.9350	single	1	2275	0	0	4	0	0	0	0	0	0	0	0	0												
Q53TN4	CYBRD1	erythrocytes	31640.8050	single	1	570	1.063973166e-05	2.977788511e-06	4	1.063973166e-05	0	1.073163188e-05	7.728122852e-06	1.373514091e-05	9.94160012e-06	6.712969829e-06	1.295021197e-05	1.295414473e-05												
Q562E7	WDR81	erythrocytes	211693.4500	single	1	2573	0.0003128130429	0.0002984959743	4	0.0003128130429	0	0.0003155149519	1.444073167e-05	0.0006165891722	0.0006431896833	0.0004868183267	7.89580288e-05	4.228613283e-05												
Q562R1	ACTBL2	erythrocytes	42002.6350	single	1	46	2.089492047e-05	3.294053707e-05	4	2.089492047e-05	0	2.107539944e-05	0	5.430045896e-05	4.977827086e-07	9.580206055e-07	1.252865656e-05	6.959522201e-05												
Q58FF6	HSP90AB4P	erythrocytes	58263.6600	single	1	1067	2.159001876e-05	3.102125056e-06	4	2.159001876e-05	0	2.177650161e-05	1.864758208e-05	2.490542113e-05	1.854903399e-05	2.076044569e-05	2.113331621e-05	2.591727916e-05												
Q58FF8	HSP90AB2P	erythrocytes	44348.4300	single	1	1066	1.883949118e-06	3.354189858e-06	4	1.883949118e-06	0	1.900221646e-06	0	5.283383173e-06	6.894774608e-06	6.410218626e-07	0	0												
