# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-19T18:28:04Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff
Q5VZM2	RRAGB	2	374	43249.9	21	0.485551	21	21	0
Q5VZP5	STYXL2	1	1158	130174	61	0.468604	61	59	0.0327869
Q5XKP0	MICOS13	2	118	13087.1	6	0.458468	6	6	0
Q5XPI4	RNF123	2	1314	148512	74	0.498275	74	67	0.0945946
Q63HN8	RNF213	2	5207	591398	309	0.522491	309	306	0.00970874
Q63HR2	TNS2	2	1409	152578	74	0.484997	74	67	0.0945946
Q63ZY3	KANK2	2	851	91173	50	0.548408	50	48	0.04
Q641Q2	WASHC2A	2	1341	147181	72	0.489192	72	67	0.0694444
Q658P3	STEAP3	2	488	54599.8	25	0.457878	25	24	0.04
Q66K74	MAP1S	2	1059	112210	40	0.356475	40	41	-0.025
Q68CZ1	RPGRIP1L	2	1315	151199	78	0.515876	78	78	0
Q68EM7	ARHGAP17	2	881	95435.1	42	0.44009	42	36	0.142857
Q68J44	DUSP29	2	220	25335.2	14	0.552592	14	14	0
Q69YN4	VIRMA	2	1812	202022	105	0.519746	105	102	0.0285714
Q69YQ0	SPECC1L	2	1117	124542	71	0.57009	71	69	0.028169
Q69YU5	UQCC6	2	71	8022.4	5	0.623255	5	5	0
Q6DD88	ATL3	2	541	60541.1	31	0.512049	31	28	0.0967742
Q6DKI2	LGALS9C	2	356	39606.9	16	0.40397	16	16	0
Q6DKJ4	NXN	2	435	48391.4	23	0.475291	23	23	0
Q6DN90	IQSEC1	2	963	108313	60	0.553952	60	58	0.0333333
Q6FI81	CIAPIN1	2	312	33581.9	22	0.655116	22	21	0.0454545
Q6GMV3	PTRHD1	2	140	15805.1	8	0.506166	8	8	0
Q6H8Q1	ABLIM2	1	611	67811.4	42	0.619365	42	40	0.047619
Q6IAA8	LAMTOR1	2	161	17744.5	9	0.507201	9	9	0
Q6IAN0	DHRS7B	2	325	35118.6	19	0.541024	19	19	0
Q6IBS0	TWF2	1	349	39547.4	22	0.556295	22	23	-0.0454545
Q6IPR1	ETFRF1	2	90	10863.7	6	0.552296	6	6	0
Q6IQ22	RAB12	2	340	36314.8	25	0.688424	25	24	0.04
Q6IQ23	PLEKHA7	2	1121	127133	75	0.589935	75	74	0.0133333
Q6IS14	EIF5AL1	2	154	16773	8	0.476958	8	8	0
Q6JBY9	RCSD1	2	416	44503.4	23	0.516814	23	22	0.0434783
Q6KC79	NIPBL	2	2804	316047	151	0.477778	151	157	-0.0397351
Q6L8Q7	PDE12	2	609	67350.5	26	0.38604	26	26	0
Q6NSJ0	MYORG	2	714	81085.2	48	0.59197	48	45	0.0625
Q6NUK1	SLC25A24	2	477	53353.8	28	0.524799	28	28	0
Q6NUM9	RETSAT	2	610	66818.6	35	0.523806	35	34	0.0285714
Q6NUQ4	TMEM214	2	689	77149.1	38	0.492552	38	37	0.0263158
Q6NVY1	HIBCH	2	386	43481.7	26	0.597953	26	25	0.0384615
Q6NXS1	PPP1R2B	2	205	23106	10	0.432788	10	10	0
Q6NXT2	H3-5	2	135	15213.5	6	0.394387	6	6	0
Q6NYC8	PPP1R18	2	613	67941.5	33	0.485712	33	32	0.030303
Q6NZI2	CAVIN1	2	390	43475.6	19	0.437027	19	16	0.157895
Q6P050	FBXL22	1	231	26027.9	15	0.576305	15	15	0
Q6P0Q8	MAST2	2	1798	196433	100	0.509081	100	97	0.03
Q6P161	MRPL54	2	138	15819	7	0.442507	7	6	0.142857
Q6P179	ERAP2	2	960	110460	57	0.516024	57	57	0
Q6P1A2	LPCAT3	2	487	56034.2	16	0.28554	16	16	0
Q6P1L8	MRPL14	2	145	15947.5	10	0.627057	10	10	0
Q6P1N0	CC2D1A	2	951	104061	58	0.557367	58	53	0.0862069
Q6P1N9	TATDN1	2	297	33601.3	24	0.714259	24	24	0
Q6P1X6	C8orf82	2	216	23889	14	0.586043	14	14	0
Q6P2E9	EDC4	2	1401	151658	68	0.448376	68	59	0.132353
Q6P2I3	FAHD2B	2	314	34612.8	15	0.433366	15	15	0
Q6P2Q9	PRPF8	2	2335	273596	148	0.540943	148	145	0.0202703
Q6P3W7	SCYL2	2	929	103707	49	0.472483	49	46	0.0612245
Q6P4A7	SFXN4	2	337	37997.8	19	0.500029	19	20	-0.0526316
Q6P4A8	PLBD1	2	553	63254	29	0.458469	29	23	0.206897
Q6P4I2	WDR73	2	378	41684.4	26	0.623734	26	26	0
Q6P587	FAHD1	2	221	24541.3	16	0.651963	16	16	0
Q6P5Q4	LMOD2	1	547	61674.5	35	0.567496	35	34	0.0285714
Q6P996	PDXDC1	2	788	86705.7	42	0.484397	42	41	0.0238095
Q6PCB0	VWA1	2	445	46803.3	23	0.491419	23	22	0.0434783
Q6PCB7	SLC27A1	2	646	71107.2	36	0.506278	36	34	0.0555556
Q6PCE3	PGM2L1	2	622	70440.8	38	0.53946	38	38	0
Q6PGP7	SKIC3	2	1564	175483	92	0.524266	92	91	0.0108696
Q6PH85	DCUN1D2	2	259	30179	13	0.430763	13	12	0.0769231
Q6PHR2	ULK3	2	472	53443.5	27	0.505206	27	26	0.037037
Q6PI48	DARS2	2	645	73561.6	41	0.557356	41	42	-0.0243902
Q6PI78	TMEM65	2	240	25497.5	13	0.509855	13	12	0.0769231
Q6PIU2	NCEH1	2	408	45807.1	23	0.502105	23	22	0.0434783
Q6PJW8	CNST	2	725	79595.7	29	0.364341	29	29	0
Q6PKG0	LARP1	2	1096	123509	67	0.542472	67	67	0
Q6PML9	SLC30A9	2	568	63514.3	30	0.472335	30	30	0
Q6QEF8	CORO6	2	472	52761.2	21	0.398019	21	19	0.0952381
Q6QNY1	BLOC1S2	2	142	15960.9	9	0.563879	9	9	0
Q6S8J3	POTEE	2	1075	121362	63	0.519108	63	64	-0.015873
Q6STE5	SMARCD3	2	483	55015	33	0.599836	33	29	0.121212
Q6SZW1	SARM1	2	724	79387	50	0.629826	50	48	0.04
Q6UB35	MTHFD1L	2	978	105788	56	0.529358	56	52	0.0714286
Q6UN15	FIP1L1	2	594	66525.5	25	0.375796	25	22	0.12
Q6UVK1	CSPG4	2	2322	250533	96	0.383184	96	91	0.0520833
Q6UW63	POGLUT2	2	502	58041.8	37	0.637472	37	37	0
Q6UW68	TMEM205	2	189	21197.5	6	0.283053	6	6	0
Q6UW78	UQCC3	2	93	10080.5	4	0.396804	4	4	0
Q6UWP7	LCLAT1	2	414	48919.5	21	0.429277	21	21	0
Q6UWP8	SBSN	2	590	60540	28	0.462504	28	28	0
Q6UWY5	OLFML1	2	402	45950.2	24	0.522304	24	24	0
Q6UXN9	WDR82	2	313	35078.6	20	0.570148	20	18	0.1
Q6UXV4	APOOL	2	268	29158.6	16	0.548724	16	16	0
Q6UY14	ADAMTSL4	2	1074	116543	61	0.52341	61	55	0.0983607
Q6VY07	PACS1	2	963	104897	41	0.39086	41	42	-0.0243902
Q6WCQ1	MPRIP	2	1025	116531	64	0.549209	64	60	0.0625
Q6XQN6	NAPRT	2	538	57577.2	25	0.434199	25	24	0.04
Q6XZF7	DNMBP	2	1577	177344	93	0.524403	93	88	0.0537634
Q6Y1H2	HACD2	2	254	28368	11	0.387761	11	11	0
Q6Y7W6	GIGYF2	2	1299	150067	61	0.406484	61	56	0.0819672
Q6YHK3	CD109	2	1445	161687	77	0.476229	77	73	0.0519481
Q6YN16	HSDL2	2	418	45394.2	29	0.638848	29	27	0.0689655
Q6YP21	KYAT3	2	454	51399.6	27	0.525296	27	26	0.037037
Q6ZMU5	TRIM72	2	477	52729.7	26	0.49308	26	23	0.115385
Q6ZP82	CCDC141	2	1530	175064	95	0.542659	95	94	0.0105263
Q6ZT12	UBR3	2	1888	212430	100	0.470743	100	98	0.02
Q6ZUT6	CCDC9B	2	534	57324	32	0.558231	32	30	0.0625
Q6ZUT9	DENND5B	2	1274	145018	67	0.462013	67	67	0
Q6ZVM7	TOM1L2	2	507	55555.6	22	0.396	22	22	0
Q6ZVX7	NCCRP1	2	275	30846.5	12	0.389023	12	11	0.0833333
Q6ZXV5	TMTC3	2	915	104007	52	0.499965	52	53	-0.0192308
Q702N8	XIRP1	2	1843	198558	116	0.584213	116	104	0.103448
Q709C8	VPS13C	2	3753	422384	222	0.525588	222	215	0.0315315
Q709F0	ACAD11	2	780	87263.1	42	0.481303	42	40	0.047619
Q70IA6	MOB2	2	237	26926.2	11	0.408523	11	12	-0.0909091
Q70UQ0	IKBIP	2	350	39308.4	22	0.559677	22	22	0
Q711Q0	CEFIP	1	1435	156474	85	0.54322	85	80	0.0588235
Q71U36	TUBA1A	2	451	50135	23	0.458761	23	22	0.0434783
Q71UI9	H2AZ2	2	128	13508.5	6	0.444166	6	6	0
Q71UM5	RPS27L	2	84	9477.09	5	0.527588	5	5	0
Q7KZF4	SND1	2	910	101996	61	0.598065	61	58	0.0491803
Q7KZN9	COX15	2	410	46029.4	20	0.434504	20	20	0
Q7L014	DDX46	2	1031	117361	59	0.502724	59	60	-0.0169492
Q7L0Y3	TRMT10C	2	403	47346.3	29	0.612509	29	29	0
Q7L1Q6	BZW1	2	419	48042.6	30	0.624446	30	30	0
Q7L2E3	DHX30	2	1194	133936	84	0.627165	84	80	0.047619
Q7L2H7	EIF3M	2	374	42502.2	22	0.51762	22	23	-0.0454545
Q7L2J0	MEPCE	2	689	74354.2	35	0.47072	35	34	0.0285714
Q7L4I2	RSRC2	2	434	50558.9	19	0.375799	19	19	0
Q7L523	RRAGA	2	313	36565.6	17	0.464918	17	17	0
Q7L576	CYFIP1	2	1253	145180	73	0.502823	73	73	0
Q7L592	NDUFAF7	2	441	49237.1	32	0.649916	32	32	0
Q7L5N1	COPS6	2	327	36163	14	0.387136	14	14	0
Q7L5N7	LPCAT2	2	544	60207	32	0.531499	32	30	0.0625
Q7L5Y9	MAEA	2	396	45286.7	25	0.552039	25	25	0
Q7L775	EPM2AIP1	2	607	70368.5	37	0.525803	37	35	0.0540541
Q7L7L0	H2AC25	2	130	14121.3	7	0.495706	7	7	0
Q7L7X3	TAOK1	2	1001	116068	58	0.499706	58	57	0.0172414
Q7L9B9	EEPD1	2	569	62401.7	39	0.624983	39	36	0.0769231
Q7LBR1	CHMP1B	2	199	22109.1	11	0.497533	11	11	0
Q7RTP6	MICAL3	2	2002	224291	121	0.539477	121	120	0.00826446
Q7RTV0	PHF5A	2	110	12405.4	9	0.725491	9	8	0.111111
Q7Z2K6	ERMP1	2	904	100230	37	0.369152	37	35	0.0540541
Q7Z2W4	ZC3HAV1	2	902	101430	66	0.650695	66	64	0.030303
Q7Z2Z2	EFL1	2	1120	125428	57	0.454444	57	55	0.0350877
Q7Z304	MAMDC2	2	686	77554.6	31	0.399718	31	34	-0.0967742
Q7Z3D6	DGLUCY	2	616	66435.7	33	0.496721	33	31	0.0606061
Q7Z3E5	ARMC9	2	818	91817.2	55	0.599016	55	53	0.0363636
Q7Z3J2	VPS35L	2	963	109561	62	0.565895	62	61	0.016129
Q7Z3K3	POGZ	2	1410	155342	66	0.42487	66	60	0.0909091
Q7Z406	MYH14	2	1995	227867	127	0.557343	127	125	0.015748
Q7Z417	NUFIP2	2	695	76120	30	0.394115	30	31	-0.0333333
Q7Z434	MAVS	2	540	56527.3	22	0.389193	22	16	0.272727
Q7Z460	CLASP1	2	1538	169448	107	0.631463	107	105	0.0186916
Q7Z478	DHX29	2	1369	155233	82	0.528237	82	83	-0.0121951
Q7Z4I7	LIMS2	2	341	38915.8	20	0.51393	20	20	0
Q7Z4S6	KIF21A	2	1674	187176	80	0.427404	80	82	-0.025
Q7Z4V5	HDGFL2	2	671	74315.8	38	0.511332	38	40	-0.0526316
Q7Z4W1	DCXR	2	244	25912.8	16	0.617456	16	16	0
Q7Z5L7	PODN	2	613	68974.7	36	0.52193	36	36	0
Q7Z5L9	IRF2BP2	2	587	61023.7	33	0.540774	33	30	0.0909091
Q7Z6B0	CCDC91	2	441	49970.3	28	0.560333	28	28	0
Q7Z6E9	RBBP6	2	1792	201562	101	0.501087	101	103	-0.019802
Q7Z6Z7	HUWE1	2	4374	481883	208	0.43164	208	205	0.0144231
Q7Z7B0	FILIP1	2	1213	138107	83	0.600982	83	79	0.0481928
Q7Z7F7	MRPL55	2	128	15128.1	8	0.528818	8	8	0
Q7Z7G0	ABI3BP	2	1068	117893	61	0.517416	61	58	0.0491803
Q7Z7H5	TMED4	2	227	25942.4	15	0.578204	15	15	0
Q7Z7K0	CMC1	2	106	12489.5	7	0.56047	7	7	0
Q7Z7K6	CENPV	2	275	29945.5	15	0.50091	15	15	0
Q7Z7L7	ZER1	2	766	88168.2	45	0.510388	45	42	0.0666667
Q86SG2	ANKRD23	1	305	34296.8	20	0.583144	20	19	0.05
Q86SQ0	PHLDB2	2	1253	142156	70	0.492417	70	72	-0.0285714
Q86SX6	GLRX5	2	157	16627.6	8	0.481127	8	8	0
Q86SZ2	TRAPPC6B	2	158	17982.8	14	0.778523	14	14	0
Q86TC9	MYPN	1	1320	145255	67	0.461258	67	64	0.0447761
Q86TD4	SRL	2	473	54429.9	30	0.551168	30	25	0.166667
Q86TI2	DPP9	2	863	98262	49	0.498667	49	46	0.0612245
Q86TN4	TRPT1	2	253	27741.5	17	0.612801	17	17	0
Q86TP1	PRUNE1	2	453	50198.8	23	0.458179	23	21	0.0869565
Q86TU7	SETD3	2	594	67256.2	41	0.609609	41	41	0
Q86TX2	ACOT1	2	421	46276.8	26	0.561837	26	26	0
Q86U28	ISCA2	2	154	16476.1	12	0.728326	12	12	0
Q86U42	PABPN1	2	306	32748.7	15	0.458033	15	15	0
Q86U86	PBRM1	2	1689	192945	103	0.53383	103	100	0.0291262
Q86UE4	MTDH	2	582	63836	26	0.407293	26	27	-0.0384615
Q86UP2	KTN1	2	1357	156273	95	0.607911	95	94	0.0105263
Q86UT6	NLRX1	2	975	107614	51	0.473915	51	49	0.0392157
Q86UU1	PHLDB1	2	1377	151159	82	0.542474	82	81	0.0121951
Q86UV5	USP48	2	1035	119031	60	0.504071	60	58	0.0333333
Q86UX2	ITIH5	2	942	104575	55	0.525939	55	51	0.0727273
Q86UY8	NT5DC3	2	548	63418.9	33	0.52035	33	30	0.0909091
Q86V48	LUZP1	2	1076	120273	71	0.590323	71	71	0
Q86V81	ALYREF	2	257	26887.6	15	0.557879	15	15	0
Q86VB7	CD163	2	1156	125449	59	0.47031	59	57	0.0338983
Q86VD7	SLC25A42	2	318	35408.6	20	0.564835	20	20	0
Q86VF2	IGFN1	1	1251	137761	70	0.508125	70	64	0.0857143
Q86VF7	NRAP	1	1730	197071	128	0.649513	128	129	-0.0078125
Q86VN1	VPS36	2	386	43816.2	28	0.639034	28	28	0
Q86VP6	CAND1	2	1230	136374	67	0.491297	67	66	0.0149254
Q86VS8	HOOK3	2	718	83124.5	44	0.529327	44	44	0
Q86VU5	COMTD1	2	262	28808.1	16	0.555399	16	15	0.0625
Q86VW2	ARHGEF25	1	580	63841.7	32	0.50124	32	32	0
Q86W92	PPFIBP1	2	1011	114022	59	0.517442	59	57	0.0338983
Q86WA6	BPHL	2	291	32542.1	21	0.645318	21	20	0.047619
Q86WC6	PPP1R27	2	154	17437.5	8	0.458783	8	8	0
Q86WU2	LDHD	2	507	54869.9	23	0.419174	23	23	0
Q86WW8	COA5	2	74	8375.57	5	0.596975	5	5	0
Q86X55	CARM1	2	608	65852.8	27	0.410006	27	26	0.037037
Q86X76	NIT1	2	327	35895.9	19	0.529308	19	19	0
Q86XI6	PPP1R3B	2	285	32694.8	17	0.519961	17	16	0.0588235
Q86XP3	DDX42	2	938	102974	55	0.534116	55	52	0.0545455
Q86XX4	FRAS1	2	4008	443208	181	0.408386	181	168	0.0718232
Q86Y39	NDUFA11	2	141	14851.9	7	0.471319	7	7	0
Q86Y82	STX12	2	276	31641.3	15	0.474064	15	15	0
Q86YB7	ECHDC2	2	292	31125.7	14	0.449789	14	14	0
Q86YJ6	THNSL2	2	484	54115.2	30	0.554373	30	30	0
Q86YM7	HOMER1	1	354	40276.1	24	0.595887	24	24	0
Q8IUD2	ERC1	2	1116	128084	77	0.601167	77	76	0.012987
Q8IUE6	H2AC21	2	130	13995.1	6	0.428721	6	7	-0.166667
Q8IUG5	MYO18B	1	2567	285210	174	0.610076	174	175	-0.00574713
Q8IUR0	TRAPPC5	2	188	20782.7	13	0.62552	13	14	-0.0769231
Q8IUX7	AEBP1	2	1158	130927	53	0.404805	53	50	0.0566038
Q8IV08	PLD3	2	490	54704.5	21	0.383881	21	21	0
Q8IVD9	NUDCD3	2	361	40821.5	26	0.636919	26	26	0
Q8IVF2	AHNAK2	2	5795	616621	231	0.374622	231	228	0.012987
Q8IVG5	SAMD9L	2	1584	184530	93	0.503983	93	93	0
Q8IVL5	P3H2	2	708	80983.3	42	0.518625	42	43	-0.0238095
Q8IVM0	CCDC50	2	306	35821.3	20	0.558326	20	19	0.05
Q8IVN3	MUSTN1	2	82	8911.07	4	0.44888	4	4	0
Q8IVS2	MCAT	2	390	42960.9	22	0.512094	22	22	0
Q8IVU3	HERC6	2	1022	115125	61	0.529861	61	58	0.0491803
Q8IW45	NAXD	2	347	36575.4	18	0.492134	18	18	0
Q8IW75	SERPINA12	2	414	47174.3	29	0.614741	29	29	0
Q8IWA4	MFN1	2	741	84158.3	51	0.606001	51	49	0.0392157
Q8IWA5	SLC44A2	2	706	80122.6	36	0.449311	36	35	0.0277778
Q8IWB7	WDFY1	2	410	46323.1	26	0.561275	26	25	0.0384615
Q8IWE2	FAM114A1	2	563	60740.8	25	0.411585	25	24	0.04
Q8IWL3	HSCB	2	235	27421.8	19	0.692879	19	19	0
Q8IWU6	SULF1	2	871	101026	42	0.415737	42	43	-0.0238095
Q8IWV7	UBR1	2	1749	200208	97	0.484497	97	94	0.0309278
Q8IWW8	ADHFE1	2	467	50307.2	26	0.516824	26	23	0.115385
Q8IWX7	UNC45B	1	931	103732	68	0.655538	68	68	0
Q8IWX8	CHERP	2	916	103700	37	0.356798	37	35	0.0540541
Q8IX01	SUGP2	2	1082	120205	59	0.490827	59	58	0.0169492
Q8IX12	CCAR1	2	1150	132819	58	0.436685	58	56	0.0344828
Q8IXB1	DNAJC10	2	793	91078.4	37	0.406243	37	37	0
Q8IXI1	RHOT2	2	618	68116.8	27	0.396378	27	27	0
Q8IXI2	RHOT1	2	618	70783.2	30	0.423829	30	31	-0.0333333
Q8IXJ6	SIRT2	2	389	43181.5	25	0.578951	25	23	0.08
Q8IXL7	MSRB3	2	192	20702.1	7	0.338131	7	6	0.142857
Q8IXM2	BACC1	2	172	17900.1	10	0.558655	10	10	0
Q8IXM3	MRPL41	2	137	15382.5	6	0.390053	6	6	0
Q8IXQ6	PARP9	2	854	96341.9	53	0.550124	53	51	0.0377358
Q8IY17	PNPLA6	2	1375	150952	79	0.523346	79	73	0.0759494
Q8IY21	DDX60	2	1712	197850	106	0.535759	106	104	0.0188679
Q8IY67	RAVER1	2	606	63875.9	30	0.46966	30	24	0.2
Q8IY95	TMEM192	2	271	30921.8	13	0.420415	13	13	0
Q8IYB3	SRRM1	2	904	102334	51	0.49837	51	51	0
Q8IYB7	DIS3L2	2	885	99277.7	56	0.564074	56	54	0.0357143
Q8IYB8	SUPV3L1	2	786	87989.8	43	0.488693	43	37	0.139535
Q8IYE0	CCDC146	2	955	112805	65	0.576216	65	62	0.0461538
Q8IYI6	EXOC8	2	725	81797.9	49	0.599038	49	48	0.0204082
Q8IYM9	TRIM22	2	498	56946.6	31	0.54437	31	31	0
Q8IYQ7	THNSL1	2	743	83069	39	0.469489	39	39	0
Q8IYS1	PM20D2	2	436	47775.5	23	0.481419	23	21	0.0869565
Q8IYT4	KATNAL2	2	538	61251.9	32	0.522433	32	34	-0.0625
Q8IYU8	MICU2	2	434	49665.5	24	0.483233	24	23	0.0416667
Q8IZ83	ALDH16A1	2	802	85126.1	30	0.352419	30	29	0.0333333
Q8IZL8	PELP1	2	1130	119698	41	0.342529	41	37	0.097561
Q8IZP2	ST13P4	2	240	27406.3	14	0.510831	14	15	-0.0714286
Q8N0U8	VKORC1L1	2	176	19835.4	7	0.352905	7	7	0
Q8N0W3	FCSK	2	1084	117621	47	0.399589	47	43	0.0851064
Q8N0X4	CLYBL	2	340	37358.8	24	0.642418	24	24	0
Q8N0X7	SPART	2	666	72832.1	34	0.466827	34	32	0.0588235
Q8N0Z2	ABRA	1	381	43116.8	27	0.626205	27	24	0.111111
Q8N111	CEND1	2	149	14953.8	8	0.534982	8	8	0
Q8N112	LSMEM2	2	164	17867.5	8	0.447741	8	5	0.375
Q8N122	RPTOR	2	1335	149035	67	0.449558	67	65	0.0298507
Q8N139	ABCA6	2	1617	184283	70	0.37985	70	68	0.0285714
Q8N142	ADSS1	2	457	50207.8	28	0.557682	28	29	-0.0357143
Q8N163	CCAR2	2	923	102900	54	0.524782	54	51	0.0555556
Q8N183	NDUFAF2	2	169	19856	11	0.553988	11	11	0
Q8N1B4	VPS52	2	723	82219.8	44	0.535151	44	44	0
Q8N1F7	NUP93	2	819	93486.8	56	0.599015	56	56	0
Q8N1G4	LRRC47	2	583	63472	35	0.551424	35	32	0.0857143
Q8N283	ANKRD35	2	1001	109935	65	0.59126	65	64	0.0153846
Q8N2U9	SLC66A2	2	271	30477.1	11	0.360927	11	11	0
Q8N335	GPD1L	2	351	38418.3	26	0.67676	26	24	0.0769231
Q8N392	ARHGAP18	2	663	74975.6	42	0.560182	42	43	-0.0238095
Q8N3C0	ASCC3	2	2202	251456	131	0.520965	131	127	0.0305344
Q8N3D4	EHBP1L1	2	1523	161852	83	0.512814	83	74	0.108434
Q8N3F8	MICALL1	2	863	93439.7	49	0.524402	49	45	0.0816327
Q8N3K9	CMYA5	1	4069	449204	230	0.512016	230	221	0.0391304
Q8N3L3	TXLNB	2	684	76517.7	41	0.535824	41	39	0.0487805
Q8N3V7	SYNPO	1	929	99461.7	52	0.522814	52	46	0.115385
Q8N442	GUF1	2	669	74326.9	39	0.524709	39	39	0
Q8N465	D2HGDH	2	521	56415.3	30	0.53177	30	29	0.0333333
Q8N490	PNKD	2	385	42875.1	18	0.419824	18	18	0
Q8N4P2	IFT70B	2	665	76097.8	44	0.578203	44	43	0.0227273
Q8N4Q0	PTGR3	2	377	40140	22	0.548082	22	20	0.0909091
Q8N4Q1	CHCHD4	2	142	15996.2	7	0.437604	7	7	0
Q8N4T8	CBR4	2	237	25301.1	14	0.553335	14	14	0
Q8N4X5	AFAP1L2	2	818	91298.3	44	0.481936	44	44	0
Q8N5G0	SMIM20	2	67	7701.91	4	0.519352	4	4	0
Q8N5K1	CISD2	2	135	15278	9	0.589082	9	9	0
Q8N5M1	ATPAF2	2	289	32771.9	15	0.45771	15	15	0
Q8N5M9	JAGN1	2	183	21124.6	6	0.284029	6	6	0
Q8N5N7	MRPL50	2	158	18324.7	11	0.600283	11	11	0
Q8N684	CPSF7	2	471	52049.2	24	0.461102	24	24	0
Q8N6H7	ARFGAP2	2	521	56719.5	31	0.54655	31	32	-0.0322581
Q8N6M3	FITM2	2	262	29854.5	9	0.301462	9	9	0
Q8N6N6	NATD1	2	113	13031.8	7	0.537146	7	7	0
Q8N6S5	ARL6IP6	2	226	24675.9	9	0.364728	9	7	0.222222
Q8N766	EMC1	2	993	111758	58	0.51898	58	55	0.0517241
Q8N8F7	LSMEM1	2	131	14461.4	9	0.622346	9	9	0
Q8N8N7	PTGR2	2	351	38498.5	17	0.441575	17	17	0
Q8N8S7	ENAH	2	591	66509.2	26	0.390924	26	25	0.0384615
Q8N983	MRPL43	2	215	23430.4	13	0.554834	13	12	0.0769231
Q8NB12	SMYD1	2	490	56616.4	25	0.441568	25	25	0
Q8NBF2	NHLRC2	2	726	79442.5	30	0.377632	30	30	0
Q8NBH2	KY	1	661	75152.4	33	0.439108	33	32	0.030303
Q8NBJ5	COLGALT1	2	622	71634.9	40	0.558387	40	39	0.025
Q8NBL1	POGLUT1	2	392	46188.5	26	0.562911	26	25	0.0384615
Q8NBN7	RDH13	2	331	35931.7	23	0.640104	23	23	0
Q8NBS9	TXNDC5	2	432	47628.2	25	0.524899	25	25	0
Q8NBU5	ATAD1	2	361	40743.4	22	0.539965	22	19	0.136364
Q8NBX0	SCCPDH	2	429	47150.8	24	0.509005	24	23	0.0416667
Q8NC51	SERBP1	2	408	44964.9	21	0.467031	21	23	-0.0952381
Q8NC56	LEMD2	2	503	56974.2	32	0.561658	32	32	0
Q8NC69	KCTD6	1	237	27610	16	0.5795	16	14	0.125
Q8NCA5	FAM98A	2	518	55271.9	24	0.434217	24	23	0.0416667
Q8NCM8	DYNC2H1	2	4307	492614	279	0.566366	279	273	0.0215054
Q8NCN5	PDPR	2	879	99363.1	47	0.473013	47	47	0
Q8NCW5	NAXE	2	288	31674.2	16	0.505144	16	16	0
Q8ND56	LSM14A	2	463	50529.2	24	0.474973	24	22	0.0833333
Q8NDA2	HMCN2	2	5079	543998	248	0.455884	248	236	0.0483871
Q8NDH3	NPEPL1	2	523	55860.1	24	0.429644	24	20	0.166667
Q8NDY3	ADPRHL1	1	354	40104.1	21	0.523637	21	19	0.0952381
Q8NDZ2	SIMC1	1	872	96836.6	49	0.506007	49	44	0.102041
Q8NE62	CHDH	2	594	65357.5	41	0.627319	41	39	0.0487805
Q8NE71	ABCF1	2	845	95924.5	44	0.458694	44	45	-0.0227273
Q8NE86	MCU	2	351	39866.2	18	0.45151	18	17	0.0555556
Q8NEB9	PIK3C3	2	887	101548	57	0.561311	57	55	0.0350877
Q8NEV1	CSNK2A3	2	391	45219.1	22	0.48652	22	23	-0.0454545
Q8NEX9	SDR9C7	2	313	35262.4	22	0.623894	22	23	-0.0454545
Q8NEY1	NAV1	2	1877	202469	108	0.533416	108	108	0
Q8NEZ2	VPS37A	2	397	44313.6	20	0.451328	20	17	0.15
Q8NEZ5	FBXO22	1	403	44507.9	24	0.539231	24	22	0.0833333
Q8NF91	SYNE1	1	8797	1.01107e+06	566	0.559804	566	561	0.00883392
Q8NFC6	BOD1L1	2	3051	330463	156	0.472066	156	149	0.0448718
Q8NFF5	FLAD1	2	587	65264.6	35	0.536279	35	33	0.0571429
Q8NFH5	NUP35	2	326	34773.2	15	0.431366	15	13	0.133333
Q8NFI4	ST13P5	2	369	41377.2	18	0.435023	18	19	-0.0555556
Q8NFU3	TSTD1	2	115	12530	6	0.478849	6	6	0
Q8NFV4	ABHD11	2	306	33746.2	19	0.563026	19	16	0.157895
Q8NFW8	CMAS	2	434	48378.6	29	0.599438	29	29	0
Q8NHH9	ATL2	2	583	66228.2	29	0.43788	29	25	0.137931
Q8NHP8	PLBD2	2	589	65470.8	28	0.427672	28	28	0
Q8NHU6	TDRD7	2	1098	123584	75	0.606875	75	69	0.08
Q8NHV4	NEDD1	2	660	71965.1	35	0.486347	35	35	0
Q8NHW5	RPLP0P6	2	317	34364	18	0.523804	18	18	0
Q8NI08	NCOA7	2	942	106160	58	0.546344	58	55	0.0517241
Q8NI22	MCFD2	2	146	16390.1	7	0.427088	7	5	0.285714
Q8NI27	THOC2	2	1593	182772	87	0.476002	87	85	0.0229885
Q8NI37	PPTC7	2	304	32645.3	12	0.367588	12	12	0
Q8NI60	COQ8A	2	647	71949.1	28	0.389164	28	28	0
Q8TAQ2	SMARCC2	2	1214	132878	57	0.428966	57	54	0.0526316
